entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,sdg_id,sdg_name
1696,WEU,Western Europe,FI,Finland,2063500000.0,2.651,3.543,1.975,1.857,2096.0,2143.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
1710,WEU,Western Europe,FR,France,1520000000.0,3.157,3.548,2.878,2.786,33357.0,21636.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
1711,WEU,Western Europe,FR,France,3331900000.0,2.886,3.695,2.948,1.357,106232.0,144872.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
1722,WEU,Western Europe,IT,Italy,355000000.0,3.244,4.0,2.471,2.81,5242.0,8772.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
1735,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,756321000.0,3.073,3.807,2.112,2.905,71077.0,0.0,Operation,I.55.06.B,-0.080980695,-0.080980695,3.0,Good Health and Wellbeing
1744,WEU,Western Europe,FR,France,3620000000.0,1.553,1.079,2.011,1.857,104501.0,15900.0,Operation,MTH002,-0.1,-0.1,11.0,Sustainable Cities and Communities
1747,NAM,Northern America,US,United States of America,2997800000.0,3.007,4.0,1.8,2.667,22544.0,29690.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
1748,NAM,Northern America,US,United States of America,1400000000.0,3.119,3.9,3.0,1.857,19758.0,90611.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
1750,NAM,Northern America,US,United States of America,5510000000.0,2.994,3.875,2.56,1.929,631252.0,862769.0,Other,ENVIB010,-0.1,-0.1,2.0,Zero Hunger
1757,NAM,Northern America,US,United States of America,4183800000.0,2.902,3.086,2.9,2.571,254.0,584.0,Operation,J.58.20.P,0.085971309,0.085971309,16.0,"Peace, Justice and Strong Institutions"
1762,NAM,Northern America,US,United States of America,4440000000.0,3.059,3.9,2.439,2.286,175807.0,302607.0,Other,ENVIB010,-0.1,-0.1,2.0,Zero Hunger
1766,NAM,Northern America,US,United States of America,782009000.0,2.996,3.75,2.0,2.833,1590.0,10254.0,Manufacturing,C.32.1.P,0.25,0.25,3.0,Good Health and Wellbeing
1768,NAM,Northern America,CA,Canada,44500000000.0,3.38,3.999,3.9,1.643,128994.0,66114.0,Other,ENVIB010,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
1776,WEU,Western Europe,NO,Norway,645700000.0,3.017,3.509,3.006,2.143,180.1,2298.2,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
1777,NAM,Northern America,US,United States of America,609000000.0,2.958,3.5,3.063,1.857,144025.0,1597469.0,Operation,MTH004,-0.25,-0.25,9.0,"Industry, Innovation and Infrastructure"
1782,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,352806000.0,2.988,3.9,1.75,2.833,60.0,0.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
1784,WEU,Western Europe,BE,Belgium,506778000.0,2.651,3.213,1.833,2.619,484.0,610.0,Operation,MTH002,-0.1,-0.1,4.0,Quality Education
1785,WEU,Western Europe,SE,Sweden,827000000.0,3.01,4.0,1.95,2.5,22773.0,1600.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
1791,WEU,Western Europe,NL,Netherlands,989000000.0,3.114,3.545,3.0,2.476,7019.0,108836.0,Operation,MTH004,-0.5,-0.5,11.0,Sustainable Cities and Communities
1794,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,458900000.0,3.15,3.105,2.966,3.452,89.58,154.55,Other,ENVIB010,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
1796,NAM,Northern America,US,United States of America,1440000000.0,3.201,3.75,2.981,2.476,10991.0,142319.0,Raw materials,C.22.34.B,-0.75,-0.75,3.0,Good Health and Wellbeing
1798,NAM,Northern America,US,United States of America,16100000000.0,2.739,3.216,2.639,2.0,29072.0,22926.0,Operation,MTH002,-0.1,-0.1,11.0,Sustainable Cities and Communities
1799,NAM,Northern America,US,United States of America,2240000000.0,3.205,4.75,2.25,1.571,59459.0,2751.0,Other,ENVIB010,-0.1,-0.1,7.0,Affordable and Clean Energy
1807,WEU,Western Europe,NL,Netherlands,2272329000.0,2.347,2.598,2.0,2.31,2071.0,160.0,Raw materials,C.14.45.B,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
1813,LATAM,Latin America,MX,Mexico,6667600000.0,3.064,3.8,2.964,1.857,91346.0,176823.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
1824,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3044500000.0,3.226,3.625,3.233,2.5,108280.0,3070.0,Operation,MTH004,-0.25,-0.25,3.0,Good Health and Wellbeing
1827,NAM,Northern America,US,United States of America,1210000000.0,3.512,3.144,4.75,2.69,8842.0,15808.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
1835,NAM,Northern America,US,United States of America,4300000000.0,2.786,1.955,3.993,2.833,59511.0,58870.0,Disposal ,Q.86.1.P,0.03242468,0.03242468,7.0,Affordable and Clean Energy
1843,NAM,Northern America,US,United States of America,1439800000.0,3.01,3.732,3.066,1.643,129280.0,131187.0,Raw materials,C.32.34.B,-0.936935686,-0.936935686,3.0,Good Health and Wellbeing
1851,WEU,Western Europe,IE,Ireland,1392010000.0,3.56,3.855,3.583,3.0,48501.0,11141.0,Operation,G.47.4.B,-0.1,-0.1,3.0,Good Health and Wellbeing
1852,WEU,Western Europe,LU,Luxembourg,678999000.0,2.687,3.098,3.0,1.571,415.63,3074.36,Operation,J.58.20.P,0.1,0.1,9.0,"Industry, Innovation and Infrastructure"
1860,WEU,Western Europe,ES,Spain,1885982000.0,2.929,3.0,3.0,2.714,5139.36,15118.61,Operation,MTH002,-0.1,-0.1,16.0,"Peace, Justice and Strong Institutions"
1866,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,9446500000.0,2.847,3.097,3.0,2.214,16309.0,1741.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
1869,NAM,Northern America,US,United States of America,10043408000.0,3.404,4.612,3.0,1.714,51703.0,39724.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
1925,NAM,Northern America,US,United States of America,1318471000.0,2.948,3.097,3.0,2.619,358.0,1166.0,Disposal ,Q.86.1.P,0.03242468,0.03242468,3.0,Good Health and Wellbeing
1926,WEU,Western Europe,FR,France,569700000.0,2.96,3.084,3.0,2.69,7166.0,2386.0,Other,ENVIB010,-0.1,-0.1,7.0,Affordable and Clean Energy
1929,NAM,Northern America,US,United States of America,7940000000.0,3.381,4.508,3.198,1.571,51376.0,87920.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
1939,NAM,Northern America,US,United States of America,2907738000.0,2.725,2.984,3.0,1.929,29.0,3830.0,Operation,J.58.101.B,-0.25,-0.25,8.0,Decent Work and Economic Growth
1954,NAM,Northern America,US,United States of America,6269305000.0,3.661,4.888,2.905,2.357,65760.4,70023.7,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
1958,NAM,Northern America,US,United States of America,4982659000.0,2.791,3.088,2.765,2.286,54129.0,13085.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
1973,NAM,Northern America,US,United States of America,1920000000.0,3.569,4.25,3.0,3.024,70259.0,70666.0,Operation,MTH002,-0.1,-0.1,16.0,"Peace, Justice and Strong Institutions"
1975,NAM,Northern America,US,United States of America,992452000.0,3.012,3.9,3.0,1.429,1605.0,8843.0,Raw materials,C.14.45.B,-0.1,-0.1,3.0,Good Health and Wellbeing
2014,NAM,Northern America,US,United States of America,48040364000.0,2.787,3.652,2.502,1.571,9519.0,12919.0,Disposal ,C.26.55.P,0.001298922,0.001298922,3.0,Good Health and Wellbeing
2026,NAM,Northern America,US,United States of America,1900000000.0,2.96,3.25,2.65,2.81,66.0,7096.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2030,NAM,Northern America,CA,Canada,7829700000.0,3.527,4.595,3.029,2.2,32296.0,33387.0,Operation,MTH002,-0.114725979,-0.114725979,3.0,Good Health and Wellbeing
2037,NAM,Northern America,US,United States of America,599383000.0,2.539,3.0,1.9,2.476,2841.0,3373.0,Operation,MTH002,-0.1,-0.1,4.0,Quality Education
2041,NAM,Northern America,US,United States of America,4210000000.0,2.451,2.86,2.093,2.143,38175.0,79809.0,Operation,J.58.20.P,0.0131,0.0131,9.0,"Industry, Innovation and Infrastructure"
2051,WEU,Western Europe,NL,Netherlands,685100000.0,3.393,3.7,3.0,3.31,76472.0,31323.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2066,NAM,Northern America,US,United States of America,6355800000.0,3.213,3.939,2.977,2.19,33805.0,33752.0,Other,ENVIB050,-0.095267315,-0.095267315,3.0,Good Health and Wellbeing
2084,WEU,Western Europe,FR,France,26974200000.0,2.592,3.262,2.796,1.143,106000.0,283000.0,End-use,C.14.34.P,-0.014515808,-0.014515808,3.0,Good Health and Wellbeing
2090,NAM,Northern America,US,United States of America,1542533000.0,3.481,4.145,2.865,3.024,309419.0,111164.0,Manufacturing,C.20.26.B,-0.096938776,-0.096938776,3.0,Good Health and Wellbeing
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,End-use,C.29.6.B,-0.017434805,-0.017434805,9.0,"Industry, Innovation and Infrastructure"
2121,WEU,Western Europe,LU,Luxembourg,280000000.0,3.376,3.875,3.0,2.929,3252.0,42384.0,Raw materials,C.22.34.B,-0.25,-0.25,3.0,Good Health and Wellbeing
2126,WEU,Western Europe,ES,Spain,843000000.0,2.996,3.75,2.0,2.833,380.42,5296.02,Disposal ,Q.86.1.P,0.233570402,0.233570402,5.0,Gender Equality
2132,WEU,Western Europe,FR,France,932923000.0,3.565,4.25,2.945,3.119,28423.0,1601.0,Operation,MTH002,-0.1,-0.1,7.0,Affordable and Clean Energy
2143,NAM,Northern America,US,United States of America,2767100000.0,2.668,3.159,2.768,1.667,161700.0,7500.0,Raw materials,C.22.34.B,-0.24,-0.24,12.0,Responsible Consumption and Production
2149,WEU,Western Europe,FR,France,580900000.0,2.915,3.65,2.0,2.69,1290.68,76.4,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2165,NAM,Northern America,US,United States of America,8300000000.0,3.261,3.619,3.0,2.929,126198.0,60378.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2169,NAM,Northern America,US,United States of America,6430000000.0,2.777,3.141,3.0,1.857,1877.0,7869.0,Other,ENVIB010,-0.081190735,-0.081190735,9.0,"Industry, Innovation and Infrastructure"
2174,WEU,Western Europe,DE,Germany,1010000000.0,2.536,2.389,2.509,2.833,7107.0,16160.0,Raw materials,C.27.78.P,0.01108115,0.01108115,7.0,Affordable and Clean Energy
2193,NAM,Northern America,US,United States of America,3010000000.0,3.526,4.739,3.0,1.976,14499.0,780.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2209,WEU,Western Europe,DE,Germany,306500000.0,3.007,3.968,1.948,2.548,6364.0,6257.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2215,NAM,Northern America,US,United States of America,4790000000.0,2.774,3.806,1.992,1.857,51517.0,67484.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2216,NAM,Northern America,US,United States of America,3142800000.0,3.037,3.79,2.89,1.857,33384.0,72976.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2226,WEU,Western Europe,LU,Luxembourg,926836000.0,3.081,3.562,2.251,3.214,37881.0,8966.0,Operation,MTH002,-0.1,-0.1,8.0,Decent Work and Economic Growth
2246,WEU,Western Europe,NL,Netherlands,635625000.0,2.327,2.25,2.0,2.857,8186.0,3378.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2254,WEU,Western Europe,LU,Luxembourg,557000000.0,2.908,2.937,2.926,2.833,556.0,1783.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2265,WEU,Western Europe,FR,France,573000000.0,3.071,3.638,2.419,2.833,987.0,1476.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2269,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1015194000.0,3.058,3.65,2.0,3.262,9110.18,31589.14,Other,ENVIB010,-0.1,-0.1,4.0,Quality Education
2279,WEU,Western Europe,IE,Ireland,7996644000.0,3.147,4.238,3.0,1.357,3478.0,118.0,Transportation,H.51.4.B,-0.656900288,-0.59564125632,8.0,Decent Work and Economic Growth
2285,WEU,Western Europe,FR,France,2500000000.0,2.949,3.058,2.92,2.786,6231.0,317.0,Other,ENVIB010,-0.1,-0.1,16.0,"Peace, Justice and Strong Institutions"
2289,CAR,Caribbean,PR,Puerto Rico,1260500000.0,2.294,2.631,1.973,2.071,7530.0,57601.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2292,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,773000000.0,3.002,3.051,2.987,2.933,874.0,895.0,End-use,C.14.34.P,-0.014515808,-0.014515808,3.0,Good Health and Wellbeing
2306,WEU,Western Europe,IE,Ireland,2470000000.0,3.79,4.9,3.0,2.738,184.0,43.0,Transportation,H.51.1.B,-0.1,-0.1,3.0,Good Health and Wellbeing
2324,NAM,Northern America,US,United States of America,12385107000.0,3.207,3.776,3.0,2.429,1468.0,0.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2339,NAM,Northern America,US,United States of America,790723000.0,2.803,3.901,2.184,1.571,183.0,6091.0,End-use,J.61.2.B,-0.153072415,-0.153072415,9.0,"Industry, Innovation and Infrastructure"
2365,WEU,Western Europe,FR,France,872000000.0,3.339,4.0,2.769,2.833,1144.0,421.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2377,EA,Eastern Asia,JP,Japan,725006000.0,2.792,3.5,2.926,1.357,1681.0,62624.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2380,NAM,Northern America,US,United States of America,5693603000.0,2.64,3.168,2.042,2.405,441976.0,4397.0,Manufacturing,C.11.2.B,-0.1,-0.1,3.0,Good Health and Wellbeing
2416,NAM,Northern America,US,United States of America,1078309000.0,3.038,3.291,2.988,2.643,13375.0,101806.0,Operation,MTH004,-0.25,-0.25,11.0,Sustainable Cities and Communities
2426,NAM,Northern America,US,United States of America,2071600000.0,2.893,3.6,2.0,2.69,1383.0,11467.0,Manufacturing,C.32.1.P,0.25,0.25,3.0,Good Health and Wellbeing
2435,NAM,Northern America,US,United States of America,2679634000.0,2.119,2.543,1.938,1.571,10200.0,12300.0,Operation,MTH002,-0.1,-0.1,11.0,Sustainable Cities and Communities
2465,NAM,Northern America,US,United States of America,4102108000.0,2.974,3.577,3.0,1.857,4098.0,13651.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2509,NAM,Northern America,US,United States of America,3305200000.0,3.021,3.1,3.0,2.905,4463.0,16104.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2517,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,871900000.0,2.805,3.75,2.0,2.071,8153.0,7799.0,Operation,MTH002,-0.1,-0.1,4.0,Quality Education
2545,WEU,Western Europe,SE,Sweden,567000000.0,3.903,4.9,3.0,3.19,62.86,942.93,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2575,WEU,Western Europe,DE,Germany,248316000.0,2.979,3.1,2.917,2.833,524.0,1726.0,Operation,J.58.45.P,0.042420559,0.042420559,3.0,Good Health and Wellbeing
2581,NAM,Northern America,US,United States of America,5501907000.0,2.89,3.523,2.959,1.667,104515.0,8991.0,Raw materials,C.32.34.B,-0.5,-0.5,8.0,Decent Work and Economic Growth
2589,NAM,Northern America,US,United States of America,852427000.0,3.067,3.047,3.15,3.005,87.79,1375.38,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2601,NAM,Northern America,US,United States of America,10333967000.0,2.595,3.521,2.0,1.643,18968.0,91901.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2605,NAM,Northern America,US,United States of America,3202053000.0,3.143,4.099,2.9,1.714,23200.0,107300.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2616,WEU,Western Europe,FR,France,5610000000.0,2.845,3.405,2.985,1.667,612.0,2811.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2627,NAM,Northern America,US,United States of America,1430000000.0,3.163,3.838,3.0,2.143,112617.0,51469.0,Other,ENVIB025,-0.25,-0.25,3.0,Good Health and Wellbeing
2633,NAM,Northern America,US,United States of America,6255284000.0,2.999,3.816,2.963,1.571,128220.0,17432.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2645,NAM,Northern America,US,United States of America,1561252000.0,2.895,3.65,2.35,2.19,281.0,3425.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2677,NAM,Northern America,CA,Canada,843323000.0,2.912,3.2,3.0,2.286,8.0,482.0,Operation,J.58.20.P,0.1,0.1,3.0,Good Health and Wellbeing
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,Disposal ,Q.86.1.P,0.039383075,0.039383075,3.0,Good Health and Wellbeing
2690,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,720000000.0,2.745,2.5,2.9,3.0,18069.0,4467.0,Disposal ,Q.86.1.P,0.03242468,0.03242468,11.0,Sustainable Cities and Communities
2693,NAM,Northern America,US,United States of America,1409281000.0,3.177,3.9,3.55,1.429,70379.0,19815.0,Manufacturing,C.11.2.B,-0.1,-0.1,3.0,Good Health and Wellbeing
2703,NAM,Northern America,US,United States of America,2550000000.0,2.79,3.101,2.9,2.095,1506.0,4151.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2708,WEU,Western Europe,FR,France,4180000000.0,2.662,3.0,2.25,2.548,84296.0,2526.0,Manufacturing,F.42.41.B,-0.75,-0.61698286428,9.0,"Industry, Innovation and Infrastructure"
2709,NAM,Northern America,US,United States of America,1126816000.0,2.577,3.0,2.9,1.429,1219.0,2226.0,End-use,J.58.16.B,-0.05,-0.05,9.0,"Industry, Innovation and Infrastructure"
2739,NAM,Northern America,US,United States of America,6929249000.0,3.115,3.74,3.406,1.643,101923.0,84032.0,End-use,C.14.34.P,0.119939602,0.119939602,12.0,Responsible Consumption and Production
2756,NAM,Northern America,US,United States of America,4283800000.0,3.051,4.125,2.077,2.286,6151.0,44551.0,Other,ENVIB010,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2774,NAM,Northern America,US,United States of America,66500000000.0,3.805,4.518,3.769,2.571,517000.0,464000.0,Operation,MTH002,-0.1,-0.1,2.0,Zero Hunger
2775,WEU,Western Europe,DE,Germany,4058900000.0,2.866,3.9,2.014,2.029,40923.1,29853.6,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2785,NAM,Northern America,US,United States of America,5769577000.0,2.836,3.138,2.9,2.214,4938.0,49196.0,Operation,J.58.94.P,0.078581515,0.078581515,8.0,Decent Work and Economic Growth
2790,NAM,Northern America,US,United States of America,30300000000.0,3.02,3.8,2.94,1.714,344074.0,137440.0,Operation,MTH002,-0.1,-0.1,2.0,Zero Hunger
2805,NAM,Northern America,US,United States of America,840400000.0,3.376,3.94,2.981,2.833,36538.0,65205.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2807,WEU,Western Europe,MT,Malta,435800000.0,4.006,4.699,3.309,3.595,84709.0,1537.0,Transportation,H.50.73.B,-0.082491969,-0.082491969,4.0,Quality Education
2827,NAM,Northern America,US,United States of America,17700000000.0,2.629,3.093,2.85,1.529,17636.0,120793.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2862,NAM,Northern America,US,United States of America,203366562.0,3.039,3.258,2.9,2.81,6.11,1.76,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2865,NAM,Northern America,US,United States of America,264700000.0,3.483,3.9,3.0,3.31,252.0,29030.0,Raw materials,C.32.41.B,-0.1,-0.1,3.0,Good Health and Wellbeing
2876,NAM,Northern America,US,United States of America,4655600000.0,2.842,3.75,2.181,2.0,68712.0,77715.0,Other,ENVIB025,-0.25,-0.25,3.0,Good Health and Wellbeing
2889,WEU,Western Europe,NL,Netherlands,856263000.0,3.388,3.9,3.5,2.333,36217.0,67558.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2897,NAM,Northern America,US,United States of America,4160300000.0,3.141,4.036,3.046,1.643,19844.0,53514.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2901,NAM,Northern America,US,United States of America,3874140000.0,2.757,2.745,3.108,2.357,71217.0,266271.0,Operation,MTH004,-0.75,-0.75,3.0,Good Health and Wellbeing
2918,NAM,Northern America,US,United States of America,1450000000.0,2.955,3.36,2.707,2.524,259057.0,148507.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2920,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,549000000.0,2.924,3.75,1.9,2.667,3217.0,12858.0,Manufacturing,C.11.2.B,-0.1,-0.1,3.0,Good Health and Wellbeing
2925,NAM,Northern America,US,United States of America,154000000000.0,3.07,3.516,2.814,2.571,9998.0,54646.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2929,NAM,Northern America,US,United States of America,1120000000.0,2.984,3.1,2.935,2.833,18.88,126.0,Transportation,M.70.4.P,0.1,0.1,12.0,Responsible Consumption and Production
2944,NAM,Northern America,US,United States of America,583000000.0,2.851,3.0,2.9,2.524,92.0,432.0,Transportation,M.70.5.P,0.25,0.25,12.0,Responsible Consumption and Production
2951,NAM,Northern America,US,United States of America,1576551000.0,1.803,1.0,3.0,1.81,375.0,574.0,Disposal ,Q.86.1.P,0.03242468,0.03242468,7.0,Affordable and Clean Energy
2953,NAM,Northern America,US,United States of America,648407000.0,3.029,3.867,2.986,1.571,21400.0,3600.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
2957,NAM,Northern America,US,United States of America,514711000.0,2.907,3.0,2.65,3.048,378.0,11430.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
2977,NAM,Northern America,US,United States of America,721900000.0,2.845,3.633,2.049,2.381,404.0,7644.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
2998,NAM,Northern America,US,United States of America,5152500000.0,2.628,3.364,2.379,1.6,285855.0,188735.0,Other,ENVIB025,-0.701411936,-0.6950538361599999,6.0,Clean Water and Sanitation
3003,NAM,Northern America,US,United States of America,6730000000.0,3.249,3.25,3.355,3.119,1919.0,18408.0,Operation,MTH002,-0.1,-0.1,12.0,Responsible Consumption and Production
3005,NAM,Northern America,US,United States of America,1178166000.0,3.109,4.0,2.159,2.643,14557.0,49401.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
3035,NAM,Northern America,US,United States of America,1186077000.0,3.558,4.875,3.0,1.857,559769.0,310903.0,Operation,MTH002,-0.1,-0.1,2.0,Zero Hunger
3036,NAM,Northern America,US,United States of America,1610000000.0,3.692,4.5,3.235,2.786,6409.88,17366.52,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
3042,WEU,Western Europe,FR,France,1950000000.0,2.933,3.503,2.0,3.024,2682.0,2164.0,Other,ENVIB010,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
3048,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2955207000.0,3.13,3.25,2.8,3.31,17835.0,628.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
3053,NAM,Northern America,US,United States of America,4301200000.0,3.054,3.758,2.995,1.857,67853.0,13816.0,Other,ENVIB010,-0.332964806,-0.332964806,8.0,Decent Work and Economic Growth
3086,NAM,Northern America,US,United States of America,288945000.0,2.77,4.0,1.922,1.571,1548.82,1992.79,Raw materials,C.22.34.B,-0.24,-0.24,3.0,Good Health and Wellbeing
3102,NAM,Northern America,US,United States of America,555124000.0,2.403,2.884,1.9,2.143,291.0,1086.0,Operation,J.58.101.B,-0.25,-0.25,4.0,Quality Education
3114,NAM,Northern America,US,United States of America,965617000.0,2.895,2.75,3.125,2.881,27859.0,1082.0,Raw materials,C.28.94.P,0.25,0.25,12.0,Responsible Consumption and Production
3115,NAM,Northern America,US,United States of America,860205000.0,2.794,3.2,3.0,1.814,294.0,1178.0,Operation,J.58.20.P,0.1,0.1,12.0,Responsible Consumption and Production
3148,WEU,Western Europe,FR,France,1360000000.0,3.143,3.939,2.346,2.667,65556.0,203288.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
3157,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2476130000.0,3.179,3.645,2.925,2.643,13060.0,10380.0,Manufacturing,G.47.44.B,-0.074713,-0.074713,3.0,Good Health and Wellbeing
3160,WEU,Western Europe,FR,France,1600000000.0,2.903,3.675,2.0,2.595,23843.0,1535.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
3173,WEU,Western Europe,ES,Spain,857984000.0,3.397,3.815,3.0,3.119,10494.0,0.0,Operation,MTH001,-1.0,-1.0,3.0,Good Health and Wellbeing
3179,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,693000000.0,3.134,3.633,2.992,2.405,81.0,636.0,Operation,I.55.06.B,-0.1,-0.1,3.0,Good Health and Wellbeing
3217,NAM,Northern America,US,United States of America,2300000000.0,3.346,4.0,3.15,2.405,183000.0,97000.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
3232,WEU,Western Europe,NL,Netherlands,2210571000.0,3.467,4.05,3.08,2.881,4768.0,2550.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing
3236,NAM,Northern America,US,United States of America,3810000000.0,2.759,2.9,3.0,2.214,423.0,11583.0,Operation,MTH002,-0.1,-0.1,8.0,Decent Work and Economic Growth
3256,WEU,Western Europe,SE,Sweden,1498917000.0,2.634,2.579,2.711,2.643,38064.0,4997.0,Raw materials,C.22.34.B,-0.24,-0.24,11.0,Sustainable Cities and Communities
3289,WEU,Western Europe,NL,Netherlands,578600000.0,2.827,3.144,2.981,2.071,1969.17,784.22,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure"
3295,WEU,Western Europe,FR,France,19300000000.0,2.508,3.053,2.742,1.243,72515.0,12224.0,Other,ENVIB010,-0.1,-0.1,7.0,Affordable and Clean Energy
3308,WEU,Western Europe,DE,Germany,2900000000.0,2.956,3.14,2.624,3.024,5300.0,12496.0,Operation,MTH002,-0.1,-0.1,16.0,"Peace, Justice and Strong Institutions"
3309,WEU,Western Europe,DE,Germany,732700000.0,2.745,2.7,2.5,3.119,48719.0,3253.0,Other,ENVIB010,-0.1,-0.1,6.0,Clean Water and Sanitation
3310,WEU,Western Europe,FR,France,1476111000.0,2.836,3.042,2.886,2.405,30793.0,2598.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing
