entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_env_activities,has_env_activity,avg_env_adjustment,num_sdgs,has_sdg,unique_sdgs
1264,WEU,Western Europe,IT,Italy,787770000.0,3.043,3.4,3.0,2.452,4485.4,1840.6,Raw materials,C.14.45.B,-0.1,-0.1,7.0,Affordable and Clean Energy,-0.06384922001975658,-0.07741397880866109,-0.054663785435679825,-0.023126231075093793,-0.041538625625767406,-0.013999518297202723,0.024418134525091832,-0.01573311369654177,0.06323747500074238,-0.10186289685898958,2,1,-0.1,2,1,1
1267,NAM,Northern America,US,United States of America,17400700000.0,3.297,3.621,3.417,2.571,40498.0,25105.0,Farming,A.1.4.B,-0.433661864,-0.40794920304,12.0,Responsible Consumption and Production,0.26387469976909433,-0.05881500566980248,-0.044751796098267696,-0.015171305734752767,-0.04152017083783292,-0.01080905954950698,0.01557299148194543,-0.006111315392247789,0.022085717878474784,-0.048263595079723894,3,1,-0.40794920304,3,1,2
1268,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,5121400000.0,3.851,4.941,3.024,2.881,1051.0,180.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,0.8896475117232809,-0.025906887309621613,-0.03344552149606333,-0.011556890754111154,-0.03308004177699785,-0.007603677232042327,0.011586454340571485,-0.004105084519933195,0.015302431048229384,-0.03129714436920198,4,1,-0.1,4,1,2
1272,WEU,Western Europe,IT,Italy,2363600000.0,3.175,3.8,2.977,2.286,10729.51,8302.15,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.07460196561170133,-0.09367170355519462,-0.07226088842678799,0.009436287037131345,-0.09455599856183104,-0.03772718903928886,0.06159438038593786,-0.05038759715339519,0.21512757965338175,-0.11611056523951978,2,1,-0.1,2,1,1
1274,WEU,Western Europe,ES,Spain,4617380000.0,3.09,3.9,3.0,1.738,24138.0,154895.0,Manufacturing,C.32.3.B,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06917841493586487,-0.08518459835856913,-0.07260677777257799,-0.032853595190336204,-0.11445133453520419,-0.0377411332650217,0.11837077104075963,-0.1734577916776824,0.82682098291748,0.35805766679358014,1,1,-0.1,1,1,1
1276,NAM,Northern America,US,United States of America,7310000000.0,3.309,3.929,2.873,2.714,212712.0,175456.0,Operation,MTH002,-0.077,-0.077,2.0,Zero Hunger,-0.0763579843217344,-0.10339842679229898,-0.07355041448732698,-0.11010366736864789,0.8900510804867807,0.09885137694421461,-0.09620696383180274,0.011202562674327537,-0.03577741728242212,0.11126919471787049,1,1,-0.077,1,1,1
1281,WEU,Western Europe,FR,France,1089600000.0,3.011,3.407,3.1,2.19,828.0,4546.0,End-use,C.14.30.B,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",0.9173288355580013,-0.02445289231401602,-0.032929914894374426,-0.011295682946777045,-0.032768288897693856,-0.007465939778920796,0.011372164170820584,-0.0039482682429030184,0.014701214710642176,-0.030229200085161695,1,1,-0.1,1,1,1
1283,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,25600000000.0,3.23,3.781,3.152,2.333,345723.0,238147.0,End-use,H.49.6.B,-0.014515808,-0.014515808,2.0,Zero Hunger,11.221337955685128,0.47470997057037156,0.0903461161670251,0.04486023147583664,0.04062097277106387,0.016675053759577653,-0.02097855996262133,0.009578519888441203,-0.03742552945134955,0.0786127340288683,60,1,-0.04376460520000001,60,1,3
1284,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3360300000.0,3.153,4.2,3.0,1.452,24136.0,162242.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.07683932057581543,-0.09796389550133312,-0.09981863703285919,-0.048332872263131904,-0.19016355863544385,-0.06551022435206669,0.22281111464746053,-0.34122560719373846,1.6333968138829238,0.7594702787475657,2,1,-0.1,2,1,2
1289,NAM,Northern America,CA,Canada,10000000000.0,2.773,3.338,2.925,1.571,534314.0,715990.0,End-use,C.27.70.B,-0.25,-0.25,9.0,"Industry, Innovation and Infrastructure",-0.0672644047715413,-0.08196817988953654,-0.06319131831378924,-0.02851255722797534,-0.04344214721719976,-0.01773865434862313,0.034363399568997914,-0.02544416455026481,0.10490626067581754,-0.15794262392200384,1,1,-0.25,1,1,1
1295,WEU,Western Europe,IT,Italy,419900000.0,2.476,3.102,1.754,2.214,405.0,462.0,Operation,MTH002,-0.1,-0.1,4.0,Quality Education,-0.06413957025256892,-0.07651922507012399,-0.051503393493176876,-0.02042868529435605,-0.04828742285681384,-0.012989443119372652,0.011685263035700055,-0.0127353618294012,0.021501344450614364,-0.052844723678267425,1,1,-0.1,1,1,1
1296,WEU,Western Europe,IT,Italy,527797000.0,2.884,3.1,2.8,2.595,1651.0,213461.0,End-use,M.74.2.B,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.07162815044833919,-0.09280660732786276,-0.07562416233507412,-0.039817948896913674,-0.10702302002501943,-0.03837603184771185,-0.03524306511492907,0.09354831563382553,0.030982407425626177,-0.11707416329871143,2,1,0.0,2,1,2
1301,WEU,Western Europe,IE,Ireland,3291856000.0,2.895,3.348,2.9,2.071,6680.0,14714.0,Manufacturing,C.32.3.B,-0.1,-0.1,12.0,Responsible Consumption and Production,-0.061936609485220694,-0.07305335280102881,-0.04627384933044946,-0.017786761251423224,-0.039862786221481095,-0.01027977238455909,0.014416023177196114,-0.005900259912975832,0.02099752694029033,-0.04512182352039416,1,1,-0.1,1,1,1
1302,WEU,Western Europe,LU,Luxembourg,828400000.0,3.009,3.032,2.961,3.024,4282.0,84778.0,Raw materials,C.22.34.B,-0.1325,-0.1325,7.0,Affordable and Clean Energy,-0.08704700578991104,-0.12432312888602266,1.1580187456351905,0.04076167273659233,-0.043871265655377856,0.00727066199615094,0.07392910494797612,-0.005696833676426744,0.03260210102202642,-0.6911833821206056,4,1,-0.09275,4,1,2
1303,WEU,Western Europe,LU,Luxembourg,451800000.0,2.348,2.669,2.455,1.643,2780.0,10680.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",0.07472487589225381,0.7510905228214437,-0.022566384482399046,-0.00889289236545128,-0.02427642508034999,-0.005689832715903298,0.010627952292077464,-0.006321883831872896,0.012283806888560166,-0.02671769027959212,2,1,-0.1,2,1,1
1312,WEU,Western Europe,LU,Luxembourg,1250000000.0,3.331,3.818,2.935,2.929,8662.0,55328.0,Operation,MTH003,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.0688096836861471,-0.08454797297158877,-0.03947296843153989,-0.017147382438163616,-0.07896113742257715,-0.0009500692769537547,0.08897953732816775,-0.006701277064338124,0.02880068847379715,-0.2324635510243796,2,1,-0.1,2,1,1
1314,WEU,Western Europe,NL,Netherlands,5130000000.0,3.0,3.602,2.653,2.333,598000.0,640000.0,Operation,MTH002,-0.2,-0.2,2.0,Zero Hunger,-0.09119845934755445,-0.13439155236879266,-0.101705910462357,-0.2028330166197553,1.8188412714085236,0.20767479606640588,-0.2063443550976644,0.028095101510282012,-0.0917999865168822,0.2658933345961466,2,1,-0.2,2,1,1
1316,WEU,Western Europe,IT,Italy,1651017000.0,3.384,3.441,4.75,1.643,5020.0,2142.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06648592634551877,-0.08030684926123323,-0.05784283171434514,-0.023557323786227567,-0.05776555118932464,-0.015514479368850058,0.021218783854570787,-0.011619582435816102,0.03419634661233091,-0.07873151340714928,1,1,-0.1,1,1,1
1318,WEU,Western Europe,ES,Spain,2518339000.0,2.461,2.107,2.127,3.5,200665.0,30664.0,Operation,MTH002,-0.189821267,-0.189821267,11.0,Sustainable Cities and Communities,-0.0755372792725505,-0.09738004993165443,-0.16619065265653143,1.9402361336561782,0.1496236870503214,-0.31609267906194816,-0.00884701814310669,0.003444008039741397,-0.01552880096167062,0.01750391396149962,2,1,-0.189821267,2,1,2
1320,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,387691000.0,3.237,3.893,3.027,2.31,290.5,231.3,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06457224100902627,-0.07720350952037741,-0.052699768945506036,-0.021091953032349012,-0.05090657735788559,-0.013837905252663868,0.009789259934930647,-0.013011182838421672,0.021334369845079946,-0.055078102425487684,3,1,-0.10000000000000002,3,1,1
1327,NAM,Northern America,US,United States of America,925735000.0,2.861,3.36,2.849,1.976,350599.0,176658.0,Manufacturing,C.20.26.B,-0.295401515,-0.295401515,2.0,Zero Hunger,-0.07635798432173439,-0.10339842679229898,-0.07355041448732699,-0.11010366736864789,0.8900510804867807,0.09885137694421461,-0.09620696383180276,0.011202562674327534,-0.03577741728242212,0.11126919471787046,1,1,-0.295401515,1,1,1
1328,NAM,Northern America,US,United States of America,6260000000.0,2.764,3.9,1.738,1.952,19100.0,28000.0,Manufacturing,C.21.9.B,-0.161424238,-0.161424238,3.0,Good Health and Wellbeing,-0.075521365311513,-0.09599275742059075,-0.09291589714645504,-0.054146164742422044,-0.12527568187193416,-0.0546843606124605,0.7129452587394665,0.12135010670108315,-0.4075404015545239,0.32996996090760966,1,1,-0.161424238,1,1,1
1331,NAM,Northern America,US,United States of America,2360000000.0,2.499,2.65,2.45,2.286,10725.0,0.0,Operation,MTH002,-0.1,-0.1,8.0,Decent Work and Economic Growth,-0.11281191375448064,0.923701772315055,-0.02025979287364479,-0.008358107753242717,-0.022386406810018484,-0.005294527883963841,0.010462314444123579,-0.006850175020520377,0.011745768944375788,-0.025936140100299383,1,1,-0.1,1,1,1
1332,WEU,Western Europe,IT,Italy,2341600000.0,2.682,3.9,1.661,1.714,37280.0,1714.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.075521365311513,-0.09599275742059075,-0.09291589714645504,-0.054146164742422044,-0.12527568187193416,-0.0546843606124605,0.7129452587394665,0.12135010670108315,-0.4075404015545239,0.32996996090760966,1,1,-0.1,1,1,1
1334,WEU,Western Europe,NL,Netherlands,2791300000.0,2.467,2.655,2.218,2.429,21100.0,86300.0,Manufacturing,C.26.1.B,-0.193190025,-0.193190025,9.0,"Industry, Innovation and Infrastructure",-0.08872010572238981,0.6434943601065223,-0.027876923555553046,-0.011957687473757778,-0.02439497801459326,-0.006745617103473257,0.010240596106142044,-0.007094700776929736,0.014567408324606726,-0.033898335873262436,3,1,-0.19319002499999996,3,1,1
1337,WEU,Western Europe,FR,France,2394700000.0,3.214,4.019,3.019,2.0,13839.0,14613.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06528021571199852,-0.07850979081109528,-0.05318070016914587,-0.010344682415051383,-0.05456212361512583,-0.017717534012820096,0.027250167200135435,-0.018056079024513554,0.07408388022575949,-0.0645963793642767,2,1,-0.1,2,1,1
1343,WEU,Western Europe,FI,Finland,494000000.0,2.92,3.192,3.0,2.333,3301.0,5431.0,Operation,MTH002,-0.267676768,-0.267676768,3.0,Good Health and Wellbeing,-0.06749059991100116,-0.08672449063757656,0.536144402487809,0.02037777185275039,-0.05286999031753769,-0.0151000415896725,-0.026527546742536,0.0029859771911223583,-0.021705090168429277,0.5351466654193401,1,1,-0.267676768,1,1,1
1349,WEU,Western Europe,NL,Netherlands,943000000.0,3.284,3.895,3.0,2.524,2071.0,4120.0,Operation,MTH002,-0.2,-0.2,8.0,Decent Work and Economic Growth,-0.06455519995832026,-0.07717158823277588,-0.05278359952270087,-0.016704980487056324,-0.05219338222648077,0.013026864463760994,0.015881449021082412,-0.009681932128512021,0.02209066099305904,-0.05325385183163185,1,1,-0.2,1,1,1
1358,WEU,Western Europe,DE,Germany,1058223000.0,2.317,2.182,2.783,2.0,141933.0,1558.0,Operation,MTH002,-0.1,-0.1,12.0,Responsible Consumption and Production,-0.06657282987212683,-0.08260595427183409,-0.06050954042368549,-0.028596133507227103,-0.07288106522999213,-0.024174037012844277,-0.010656318840435055,0.0439291697360993,0.02561377968883208,-0.0802145542295585,1,1,-0.1,1,1,1
1363,NAM,Northern America,US,United States of America,1900000000.0,3.166,3.688,2.5,3.024,101173.0,131121.0,Raw materials,C.22.34.B,-0.25,-0.25,3.0,Good Health and Wellbeing,-0.07294119018233146,-0.09461125775718991,0.3632239048527183,0.0033616875359836792,-0.058471946926288154,0.0006954734588224431,0.06789207792816543,-0.0055012702389173815,0.025963363473922245,-0.34069745646534655,2,1,-0.25,2,1,1
1366,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2611800000.0,2.39,2.32,2.938,1.857,37827.0,1250.0,Manufacturing,C.11.2.B,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.06351940172020706,-0.07555787248554123,-0.050283569991702595,-0.019812169887272982,-0.04597758152062723,-0.012011620787338613,0.017255746216551255,-0.007383816435347358,0.02572703017977607,-0.057446085436878264,1,1,-0.1,1,1,1
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,Operation,E.38.24.B,-0.644623426,-0.644623426,12.0,Responsible Consumption and Production,-0.10323818604987157,-0.145904760136749,-0.4001217167129427,5.708716165390393,0.5094662398901806,-0.906536503901975,-0.050568536396521084,0.019138178402823842,-0.07630949685615546,0.130832072797387,18,1,-0.4297489505,18,1,3
1368,WEU,Western Europe,IT,Italy,502076000.0,2.953,3.136,2.86,2.738,1036.8,948.05,End-use,M.74.2.B,-0.062139851,-0.062139851,3.0,Good Health and Wellbeing,-0.06613460200054726,-0.08161504024915583,-0.05906360173857432,-0.0273957815395285,-0.06961580526902711,-0.02267605401567944,-0.008563423986814296,0.0379997228955137,0.024733878463696627,-0.07610728574874863,2,1,-0.062139851,2,1,1
1375,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1529800000.0,3.522,3.775,3.598,2.976,8391.0,1823.0,Other,ENVIB010,-0.1,-0.1,16.0,"Peace, Justice and Strong Institutions",-0.06327888392005421,-0.07884968097436393,-0.05497959771966541,-0.021986255397802412,-0.05205970046551562,-0.013676129140372187,0.01998910883023251,-0.008340864068151413,0.029811148961236288,-0.06660916909913982,2,1,-0.175,2,1,1
1378,WEU,Western Europe,SE,Sweden,737895000.0,2.698,3.0,2.864,1.952,2347.0,11307.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.07174603607280539,-0.08521224866061243,-0.08548818225276725,-0.04498812689504526,-0.18553353764481909,-0.07732704302741153,-0.3924608517350475,0.832804684302388,0.032179306739385335,0.13282071899984663,1,1,-0.1,1,1,1
1380,WEU,Western Europe,NL,Netherlands,456800000.0,3.054,3.294,2.956,2.738,1639.0,27296.0,Operation,MTH004,-1.0,-1.0,11.0,Sustainable Cities and Communities,-0.10399916844852025,-0.16200046039337143,2.362633033472922,0.0958458811300253,0.007164985485657913,0.0095029727952657,0.02910734787261581,-0.006300193169678607,0.04021772333264963,-1.0980664005557943,3,1,-1.0,3,1,1
1383,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1015900000.0,3.062,3.492,2.744,2.667,5640.0,199.0,Operation,L.68.6.B,-0.492174427,-0.492174427,3.0,Good Health and Wellbeing,-0.06429851346990786,-0.07675351657616081,-0.05185240301868873,-0.02051865250344591,-0.04775062057020843,-0.01243724501426034,0.017865991145355996,-0.007474445048611149,0.026655557079562627,-0.059060738246156264,2,1,-0.492174427,2,1,2
1400,WEU,Western Europe,IT,Italy,1700000000.0,2.853,3.045,2.857,2.5,5265.0,3400.0,Operation,J.58.94.P,0.1,0.1,16.0,"Peace, Justice and Strong Institutions",-0.09220308962658724,-0.11082614355022653,-0.16567470973370801,-0.10021574445005456,-0.4791223920645271,-0.21203704472628102,-1.205243410073259,2.5097940052304155,0.05604761631408009,0.48517204732035063,3,1,0.03333333333333333,3,1,1
1401,NAM,Northern America,US,United States of America,14700000000.0,3.089,3.9,2.9,1.857,54917.0,208413.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06917841493586487,-0.08518459835856913,-0.07260677777257799,-0.032853595190336204,-0.11445133453520419,-0.0377411332650217,0.11837077104075963,-0.1734577916776824,0.82682098291748,0.35805766679358014,1,1,-0.1,1,1,1
1406,WEU,Western Europe,NL,Netherlands,2940000000.0,3.019,3.65,2.803,2.143,127587.0,69470.0,Operation,MTH004,-0.25,-0.25,3.0,Good Health and Wellbeing,-0.08983861539765169,-0.1321354073341827,1.559957049477848,0.058105814714170013,-0.00813637982121636,0.0030113011375182347,0.024048374393096886,-0.006096787500328019,0.03356019953911243,-0.7464959154239983,2,1,-0.175,2,1,1
1415,EA,Eastern Asia,CN,China,18200000000.0,3.091,3.944,3.079,1.571,194982.0,3486.0,Operation,MTH002,-0.1,-0.1,11.0,Sustainable Cities and Communities,-0.07608872287243107,-0.09652393203155267,-0.09057344208349627,-0.02895222011239456,-0.15808871303943092,-0.056189449225499344,0.16872541415525708,-0.24365398986229378,1.157589600871081,0.46572655852199907,4,1,-0.1,4,1,2
1418,NAM,Northern America,US,United States of America,3588600000.0,2.77,3.083,3.0,1.929,2659.0,0.0,Other,ENVIB025,-0.25,-0.25,3.0,Good Health and Wellbeing,-0.06469531439035378,-0.07737581272829425,-0.052571208900490406,-0.020846130303713205,-0.04876498601132412,-0.012812407109851258,0.01912980146128916,-0.009239307355531337,0.03510496078112971,-0.05456559706353031,2,1,-0.25,2,1,1
1419,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4310000000.0,3.487,3.233,4.75,2.429,29145.0,26129.0,End-use,C.28.1.P,0.180046404,0.180046404,12.0,Responsible Consumption and Production,-0.07145434339512313,-0.08820839730666101,-0.07029074491639337,-0.029740329454914564,-0.0767919919436843,-0.02105691655972339,0.028507140275082634,-0.017549188710005367,0.04814754127262381,-0.11410808165389294,2,1,0.140023202,2,1,2
1425,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1706700000.0,3.382,3.351,4.818,1.714,2743.0,1630.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06648592634551877,-0.08030684926123323,-0.05784283171434514,-0.023557323786227567,-0.05776555118932464,-0.015514479368850058,0.021218783854570787,-0.011619582435816102,0.03419634661233091,-0.07873151340714928,1,1,-0.1,1,1,1
1432,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4120000000.0,3.28,3.76,3.17,2.548,67117.59,95402.05,Operation,MTH002,-0.1,-0.1,7.0,Affordable and Clean Energy,0.9173288355580013,-0.02445289231401602,-0.032929914894374426,-0.011295682946777045,-0.032768288897693856,-0.007465939778920796,0.011372164170820584,-0.0039482682429030184,0.014701214710642176,-0.03022920008516169,1,1,-0.1,1,1,1
1437,WEU,Western Europe,SE,Sweden,19900000000.0,3.032,3.643,3.034,1.929,37.0,2299.0,Operation,MTH002,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.06364966826525043,-0.07575395429339546,-0.050369411804249926,-0.019891915427460192,-0.0475493082340196,-0.012673403803473997,0.010057822058100619,-0.0002618816574067101,0.022562085024108423,-0.05194716754184868,2,1,-0.1,2,1,2
1443,WEU,Western Europe,IT,Italy,435361000.0,2.861,3.0,2.953,2.5,666.0,369.0,End-use,C.14.34.P,-0.014515808,-0.014515808,3.0,Good Health and Wellbeing,-0.0656717774286601,-0.07817207950084279,-0.05866482883992492,-0.025688398877409025,-0.07821302199899442,-0.02711857261132666,-0.07843644691347829,0.1889885898204634,0.026753940077839197,-0.0110964376283911,2,1,-0.014515808,2,1,2
1456,WEU,Western Europe,FR,France,1080000000.0,2.95,3.871,2.954,1.286,3000.0,21000.0,Operation,J.58.101.B,-0.298666667,-0.298666667,9.0,"Industry, Innovation and Infrastructure",-0.06376172900072849,-0.06986058933800214,-0.05152974555413932,-0.02107201907302992,-0.043016865480245824,-0.012970956469782871,0.014388700858913752,-0.008214687942289042,0.03768894540401681,-0.06912687296700912,3,1,-0.298666667,3,1,2
1457,WEU,Western Europe,IT,Italy,583000000.0,2.454,2.437,2.263,2.714,187900.0,14900.0,Operation,MTH002,-0.1,-0.1,11.0,Sustainable Cities and Communities,-0.06771350990565744,-0.08344178546339548,-0.0987519116650749,0.847179610964902,0.044440212960882505,-0.1451837978193826,0.003875972447328693,-0.0016581310932052016,0.004453135998381904,-0.01649460051246393,2,1,-0.1,2,1,1
1467,WEU,Western Europe,ES,Spain,462000000.0,3.359,3.594,3.086,3.262,49.0,226.0,Other,ENVIB010,-0.054978355,-0.054978355,9.0,"Industry, Innovation and Infrastructure",-0.06259445077727901,-0.07307016270797546,-0.0479744587869714,-0.018648532597628033,-0.042372391595642364,-0.01103280693743423,0.015065095687450932,-0.005655393247162276,0.02257398236881374,-0.04927574510616751,2,1,-0.054978355,2,1,2
1476,WEU,Western Europe,DE,Germany,1230000000.0,3.254,3.55,3.0,3.024,1500.0,1324.0,Raw materials,C.14.20.B,-0.1,-0.1,9.0,"Industry, Innovation and Infrastructure",-0.06999273139333752,-0.08487100551556206,-0.09245279693182576,-0.07528538223934296,0.2511989712675664,0.006973876314896855,-0.03645035963440763,-0.003974961473709009,0.04893756399872539,-0.06236921287986059,2,1,-0.175,2,1,2
1478,WEU,Western Europe,DE,Germany,1636372108.0,2.621,2.466,2.517,3.024,344641.0,126727.0,Disposal ,C.17.2.B,-0.2425,-0.236125,3.0,Good Health and Wellbeing,-0.06602041501849772,-0.07973959642878158,-0.05675239376586098,-0.024157400872311195,-0.049871114775125014,-0.012592842724073686,0.0333491020155517,-0.009885513904076224,0.03635396302818275,-0.12445168763413833,1,1,-0.236125,1,1,1
1483,WEU,Western Europe,NL,Netherlands,13800000000.0,2.898,3.313,2.983,2.048,7528.0,15899.0,Manufacturing,C.32.4.B,-0.226068527,-0.226068527,3.0,Good Health and Wellbeing,2.8750215252658315,0.07145192548956268,-0.007999907658529669,0.0008615873947499614,-0.020826645823151732,-0.00245373498080897,0.00625563764434397,-0.0004648524054553555,0.003613340227850608,-0.003977709934674057,3,1,-0.108689509,3,1,3
1484,NAM,Northern America,US,United States of America,391110000.0,3.292,4.056,2.57,2.786,146713.0,33991.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.07635798432173439,-0.10339842679229898,-0.07355041448732699,-0.11010366736864789,0.8900510804867807,0.09885137694421461,-0.09620696383180276,0.011202562674327534,-0.03577741728242212,0.11126919471787046,1,1,-0.1,1,1,1
1490,WEU,Western Europe,DE,Germany,2640000000.0,2.502,3.5,1.9,1.429,19929.0,11527.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06473142878472375,-0.07789245777456023,-0.04914735637017601,-0.021473794017910178,-0.048943646168953345,-0.013294672708558051,0.018431979429896952,-0.009067946162455102,0.02688218992210943,-0.068146433806926,1,1,-0.1,1,1,1
1491,NAM,Northern America,US,United States of America,1870000000.0,2.99,3.229,2.8,2.786,1012.0,5847.0,End-use,C.14.34.P,-0.014515808,-0.014515808,7.0,Affordable and Clean Energy,-0.06575512034462593,-0.07863815336568364,-0.06892385772206132,-0.04632985017844173,0.10622993041630077,-0.0014990829315399258,-0.01125996610017435,-0.004832468817667941,0.03459135797538166,-0.052862079020133096,1,1,-0.014515808,1,1,1
1493,NAM,Northern America,US,United States of America,2890000000.0,3.088,3.962,2.802,1.857,30424.0,73210.0,End-use,C.27.75.B,-0.074866644,-0.074866644,3.0,Good Health and Wellbeing,-0.06817328850247405,-0.08439262172808203,-0.06342121112869865,-0.03953900468771899,0.09215914110584997,-0.0002874318078473041,0.013979076743616098,-0.01872154008119015,0.07847235858981132,-0.11064337612610986,3,1,-0.074866644,3,1,1
1494,NAM,Northern America,US,United States of America,14000000000.0,3.383,3.022,4.9,2.214,4319.0,0.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.06648592634551877,-0.08030684926123323,-0.05784283171434514,-0.023557323786227567,-0.05776555118932464,-0.015514479368850058,0.021218783854570787,-0.011619582435816102,0.03419634661233091,-0.07873151340714928,1,1,-0.1,1,1,1
1504,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1402367000.0,3.156,3.744,3.0,2.286,31283.0,1758.0,Other,ENVIB010,-0.2,-0.2,3.0,Good Health and Wellbeing,-0.06645297341401656,-0.08094513748538026,-0.06716201567515993,0.1385353053958061,-0.1678334143632735,0.9626840177164485,-0.024567550905251184,0.0027370044769031575,-0.006938715142922232,0.018080733312290966,1,1,-0.2,1,1,1
1511,WEU,Western Europe,PT,Portugal,715595511.0,3.054,3.504,2.799,2.548,21603.0,6759.0,Operation,MTH002,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.07635798432173439,-0.10339842679229898,-0.07355041448732699,-0.11010366736864789,0.8900510804867807,0.09885137694421461,-0.09620696383180276,0.011202562674327534,-0.03577741728242212,0.11126919471787046,1,1,-0.1,1,1,1
1538,WEU,Western Europe,NL,Netherlands,610000000.0,2.805,3.9,1.655,2.214,142884.0,118052.0,Other,ENVIB010,-0.1,-0.1,3.0,Good Health and Wellbeing,-0.075521365311513,-0.09599275742059075,-0.09291589714645504,-0.054146164742422044,-0.12527568187193416,-0.0546843606124605,0.7129452587394665,0.12135010670108315,-0.4075404015545239,0.32996996090760966,1,1,-0.1,1,1,1
1553,WEU,Western Europe,GI,Gibraltar,1754500000.0,3.507,3.072,5.0,2.5,892.0,2497.0,End-use,C.14.34.P,-0.014515808,-0.014515808,3.0,Good Health and Wellbeing,-0.06648592634551877,-0.08030684926123323,-0.05784283171434514,-0.023557323786227567,-0.05776555118932464,-0.015514479368850058,0.021218783854570787,-0.011619582435816102,0.03419634661233091,-0.07873151340714928,1,1,-0.014515808,1,1,1
1557,WEU,Western Europe,FR,France,2402800000.0,3.018,3.4,2.995,2.357,41609.0,5271.0,Raw materials,C.28.81.P,0.025,0.025,12.0,Responsible Consumption and Production,0.028578770936518463,-0.08663799831754568,0.6968984481913777,0.03086819837799285,-0.05816208591042729,-0.017018979189952974,-0.03982298569741655,0.0033316583628821895,-0.03476297075440578,0.70159925320325,6,1,0.2072499999999997,6,1,2
1564,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,581000000.0,2.822,3.0,3.0,2.286,426.0,2280.0,Operation,MTH002,-0.1,-0.1,12.0,Responsible Consumption and Production,-0.0633403691229345,-0.07529676448299973,-0.0498439932312763,-0.019742085482357792,-0.048795822496148514,-0.013124600052479814,0.004781312823957712,0.00019232546024029203,0.01912344359230575,-0.04991847994574168,1,1,-0.1,1,1,1
1575,NAM,Northern America,US,United States of America,6967200000.0,2.845,3.834,2.362,1.643,26095.0,28933.0,Other,ENVIB010,-0.3,-0.3,3.0,Good Health and Wellbeing,-0.07620396048507622,-0.10314288268055538,0.11465919907977025,-0.08054821732011633,0.683116963266014,0.07566999887868706,-0.07011134297997533,0.007329790413671571,-0.021578393326837798,-0.00339990131387305,2,1,-0.3,2,1,1
1588,WEU,Western Europe,ES,Spain,211200000.0,3.524,3.9,3.0,3.476,734.0,202.0,End-use,H.49.6.B,-0.1,-0.1,7.0,Affordable and Clean Energy,-0.06455519995832026,-0.07717158823277588,-0.05278359952270087,-0.016704980487056324,-0.05219338222648077,0.013026864463760994,0.015881449021082412,-0.009681932128512021,0.02209066099305904,-0.05325385183163185,1,1,-0.1,1,1,1
