entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,nace_level_1_code,nace_level_1_name,nace_level_2_code,nace_level_2_name,revenue_pct,sdg_id,sdg_name,sdg_confidence
1283,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,25600000000.0,3.23,3.781,3.152,2.333,345723.0,238147.0,23.96585818847099,End-use,C.14.34.P,0.089758402,0.089758402,G,Wholesale And Retail Trade,47,Retail trade,0.735164052,2.0,Zero Hunger,
1283,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,25600000000.0,3.23,3.781,3.152,2.333,345723.0,238147.0,23.96585818847099,Operation,G.47.4.B,-0.073516405,-0.073516405,G,Wholesale And Retail Trade,47,Retail trade,0.735164052,13.0,Climate Action,
1283,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,25600000000.0,3.23,3.781,3.152,2.333,345723.0,238147.0,23.96585818847099,End-use,C.14.34.P,0.089758402,0.089758402,B,Mining And Quarrying,6,Extraction of crude petroleum and natural gas,0.145158079,12.0,Responsible Consumption and Production,
1284,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3360300000.0,3.153,4.2,3.0,1.452,24136.0,162242.0,21.93529609294767,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",1.0,3.0,Good Health and Wellbeing,1.0
1284,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3360300000.0,3.153,4.2,3.0,1.452,24136.0,162242.0,21.93529609294767,Operation,MTH002,-0.1,-0.1,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",1.0,7.0,Affordable and Clean Energy,0.4034975836775843
1289,NAM,Northern America,CA,Canada,10000000000.0,2.773,3.338,2.925,1.571,534314.0,715990.0,23.02585093004045,End-use,C.27.70.B,-0.25,-0.25,C,Manufacturing,27,Manufacture of electrical equipment,1.0,9.0,"Industry, Innovation and Infrastructure",0.6
1295,WEU,Western Europe,IT,Italy,419900000.0,2.476,3.102,1.754,2.214,405.0,462.0,19.85552714803594,,,,,P,Public Administration And Defence; Compulsory Social Security,85,Education,1.0,4.0,Quality Education,
1296,WEU,Western Europe,IT,Italy,527797000.0,2.884,3.1,2.8,2.595,1651.0,213461.0,20.08422229994081,End-use,M.74.2.B,-0.1,-0.1,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,1.0,3.0,Good Health and Wellbeing,0.6156940132176533
1296,WEU,Western Europe,IT,Italy,527797000.0,2.884,3.1,2.8,2.595,1651.0,213461.0,20.08422229994081,Transportation,M.70.4.P,0.1,0.1,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,1.0,12.0,Responsible Consumption and Production,0.6094713419828823
1301,WEU,Western Europe,IE,Ireland,3291856000.0,2.895,3.348,2.9,2.071,6680.0,14714.0,21.91471737670245,Manufacturing,C.32.3.B,-0.1,-0.1,C,Manufacturing,18,Printing and reproduction of recorded media,1.0,12.0,Responsible Consumption and Production,0.7876217325952415
1302,WEU,Western Europe,LU,Luxembourg,828400000.0,3.009,3.032,2.961,3.024,4282.0,84778.0,20.53500668869285,Raw materials,C.22.34.B,-0.1325,-0.1325,C,Manufacturing,22,Manufacture of rubber and plastic products,0.255,7.0,Affordable and Clean Energy,0.5114158796507517
1302,WEU,Western Europe,LU,Luxembourg,828400000.0,3.009,3.032,2.961,3.024,4282.0,84778.0,20.53500668869285,Raw materials,C.22.34.B,-0.1325,-0.1325,C,Manufacturing,32,Other manufacturing,0.745,7.0,Affordable and Clean Energy,0.5114158796507517
1302,WEU,Western Europe,LU,Luxembourg,828400000.0,3.009,3.032,2.961,3.024,4282.0,84778.0,20.53500668869285,Operation,MTH002,-0.053,-0.053,C,Manufacturing,22,Manufacture of rubber and plastic products,0.255,3.0,Good Health and Wellbeing,0.5867778455460723
1302,WEU,Western Europe,LU,Luxembourg,828400000.0,3.009,3.032,2.961,3.024,4282.0,84778.0,20.53500668869285,Operation,MTH002,-0.053,-0.053,C,Manufacturing,32,Other manufacturing,0.745,3.0,Good Health and Wellbeing,0.5867778455460723
1303,WEU,Western Europe,LU,Luxembourg,451800000.0,2.348,2.669,2.455,1.643,2780.0,10680.0,19.928750164211547,Operation,MTH002,-0.1,-0.1,G,Wholesale And Retail Trade,47,Retail trade,0.182049676,9.0,"Industry, Innovation and Infrastructure",
1303,WEU,Western Europe,LU,Luxembourg,451800000.0,2.348,2.669,2.455,1.643,2780.0,10680.0,19.928750164211547,Operation,MTH002,-0.1,-0.1,J,Information and communication,61,Telecommunications,0.817950324,9.0,"Industry, Innovation and Infrastructure",
1312,WEU,Western Europe,LU,Luxembourg,1250000000.0,3.331,3.818,2.935,2.929,8662.0,55328.0,20.94640938906062,Operation,MTH003,-0.1,-0.1,C,Manufacturing,17,Manufacture of paper and paper products,0.333333333,3.0,Good Health and Wellbeing,0.8052295490322765
1312,WEU,Western Europe,LU,Luxembourg,1250000000.0,3.331,3.818,2.935,2.929,8662.0,55328.0,20.94640938906062,Operation,MTH003,-0.1,-0.1,C,Manufacturing,22,Manufacture of rubber and plastic products,0.666666667,3.0,Good Health and Wellbeing,0.8052295490322765
1314,WEU,Western Europe,NL,Netherlands,5130000000.0,3.0,3.602,2.653,2.333,598000.0,640000.0,22.358371496324025,Operation,MTH002,-0.2,-0.2,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,2.0,Zero Hunger,0.4
1314,WEU,Western Europe,NL,Netherlands,5130000000.0,3.0,3.602,2.653,2.333,598000.0,640000.0,22.358371496324025,Manufacturing,C.20.26.B,-0.2,-0.2,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,2.0,Zero Hunger,0.39999999999999997
1316,WEU,Western Europe,IT,Italy,1651017000.0,3.384,3.441,4.75,1.643,5020.0,2142.0,21.2246572992269,,,,,R,Human Health And Social Work Activities,92,Gambling and betting activities,1.0,3.0,Good Health and Wellbeing,0.8103009098993211
1318,WEU,Western Europe,ES,Spain,2518339000.0,2.461,2.107,2.127,3.5,200665.0,30664.0,21.64686539456301,Operation,MTH002,-0.189821267,-0.189821267,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",1.0,11.0,Sustainable Cities and Communities,
1318,WEU,Western Europe,ES,Spain,2518339000.0,2.461,2.107,2.127,3.5,200665.0,30664.0,21.64686539456301,Operation,MTH002,-0.189821267,-0.189821267,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",1.0,12.0,Responsible Consumption and Production,
1320,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,387691000.0,3.237,3.893,3.027,2.31,290.5,231.3,19.775719191125965,,,,,N,"Professional, Scientific And Technical Activities",82,"Office administrative, office support and other business support activities",0.14115996,3.0,Good Health and Wellbeing,0.804200318418149
1320,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,387691000.0,3.237,3.893,3.027,2.31,290.5,231.3,19.775719191125965,,,,,K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,0.71768008,3.0,Good Health and Wellbeing,0.8454640159775629
1320,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,387691000.0,3.237,3.893,3.027,2.31,290.5,231.3,19.775719191125965,,,,,L,Financial And Insurance Activities,68,Real estate activities,0.14115996,3.0,Good Health and Wellbeing,1.0
1327,NAM,Northern America,US,United States of America,925735000.0,2.861,3.36,2.849,1.976,350599.0,176658.0,20.64609857562836,Manufacturing,C.20.26.B,-0.295401515,-0.295401515,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,2.0,Zero Hunger,0.4
1328,NAM,Northern America,US,United States of America,6260000000.0,2.764,3.9,1.738,1.952,19100.0,28000.0,22.55744602221816,Manufacturing,C.21.9.B,-0.161424238,-0.161424238,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,
1331,NAM,Northern America,US,United States of America,2360000000.0,2.499,2.65,2.45,2.286,10725.0,0.0,21.58192745640766,,,,,J,Information and communication,61,Telecommunications,1.0,8.0,Decent Work and Economic Growth,0.4145170248619995
1332,WEU,Western Europe,IT,Italy,2341600000.0,2.682,3.9,1.661,1.714,37280.0,1714.0,21.574100293769007,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,
1334,WEU,Western Europe,NL,Netherlands,2791300000.0,2.467,2.655,2.218,2.429,21100.0,86300.0,21.74977327443782,Manufacturing,C.26.1.B,-0.193190025,-0.193190025,J,Information and communication,61,Telecommunications,0.71838017,9.0,"Industry, Innovation and Infrastructure",
1334,WEU,Western Europe,NL,Netherlands,2791300000.0,2.467,2.655,2.218,2.429,21100.0,86300.0,21.74977327443782,Manufacturing,C.26.1.B,-0.193190025,-0.193190025,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",0.140809915,9.0,"Industry, Innovation and Infrastructure",
1334,WEU,Western Europe,NL,Netherlands,2791300000.0,2.467,2.655,2.218,2.429,21100.0,86300.0,21.74977327443782,Manufacturing,C.26.1.B,-0.193190025,-0.193190025,J,Information and communication,60,"Programming, broadcasting, news agency and other content distribution activities",0.140809915,9.0,"Industry, Innovation and Infrastructure",
1337,WEU,Western Europe,FR,France,2394700000.0,3.214,4.019,3.019,2.0,13839.0,14613.0,21.596523799420737,Operation,MTH002,-0.1,-0.1,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.538689606,3.0,Good Health and Wellbeing,0.8066226945579883
1337,WEU,Western Europe,FR,France,2394700000.0,3.214,4.019,3.019,2.0,13839.0,14613.0,21.596523799420737,Operation,MTH002,-0.1,-0.1,C,Manufacturing,33,"Repair, maintenance and installation of machinery and equipment",0.461310394,3.0,Good Health and Wellbeing,0.8066226945579883
1343,WEU,Western Europe,FI,Finland,494000000.0,2.92,3.192,3.0,2.333,3301.0,5431.0,20.01804607717649,Operation,MTH002,-0.267676768,-0.267676768,N,"Professional, Scientific And Technical Activities",77,Rental and leasing activities,1.0,3.0,Good Health and Wellbeing,0.5706643850306796
1349,WEU,Western Europe,NL,Netherlands,943000000.0,3.284,3.895,3.0,2.524,2071.0,4120.0,20.66457684165817,Operation,MTH002,-0.2,-0.2,H,Transportation And Storage,52,"Warehousing, storage and support activities for transportation",1.0,8.0,Decent Work and Economic Growth,1.0
1358,WEU,Western Europe,DE,Germany,1058223000.0,2.317,2.182,2.783,2.0,141933.0,1558.0,20.77985692416481,,,,,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,1.0,12.0,Responsible Consumption and Production,0.8422240560002545
1363,NAM,Northern America,US,United States of America,1900000000.0,3.166,3.688,2.5,3.024,101173.0,131121.0,21.36511972364512,Raw materials,C.22.34.B,-0.25,-0.25,C,Manufacturing,32,Other manufacturing,0.5,3.0,Good Health and Wellbeing,0.7933814253370332
1363,NAM,Northern America,US,United States of America,1900000000.0,3.166,3.688,2.5,3.024,101173.0,131121.0,21.36511972364512,Raw materials,C.22.34.B,-0.25,-0.25,C,Manufacturing,22,Manufacture of rubber and plastic products,0.5,3.0,Good Health and Wellbeing,0.7933814253370332
1366,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2611800000.0,2.39,2.32,2.938,1.857,37827.0,1250.0,21.68330547613346,,,,,F,Construction,41,Construction of residential and non-residential buildings,1.0,9.0,"Industry, Innovation and Infrastructure",0.3923559054937646
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.974724405,12.0,Responsible Consumption and Production,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",0.012144596,11.0,Sustainable Cities and Communities,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",0.012144596,12.0,Responsible Consumption and Production,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.974724405,11.0,Sustainable Cities and Communities,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.974724405,3.0,Good Health and Wellbeing,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.013131,12.0,Responsible Consumption and Production,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.013131,11.0,Sustainable Cities and Communities,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.013131,3.0,Good Health and Wellbeing,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.974724405,12.0,Responsible Consumption and Production,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.24.B,-0.644623426,-0.644623426,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",0.012144596,3.0,Good Health and Wellbeing,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.974724405,11.0,Sustainable Cities and Communities,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",0.012144596,11.0,Sustainable Cities and Communities,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",0.012144596,12.0,Responsible Consumption and Production,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",0.012144596,3.0,Good Health and Wellbeing,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.013131,12.0,Responsible Consumption and Production,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.013131,11.0,Sustainable Cities and Communities,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.013131,3.0,Good Health and Wellbeing,
1367,WEU,Western Europe,IE,Ireland,744117000.0,2.027,1.479,1.979,3.071,54564.0,3311.0,20.427708839842005,Operation,E.38.34.B,-0.214874475,-0.214874475,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.974724405,3.0,Good Health and Wellbeing,
1368,WEU,Western Europe,IT,Italy,502076000.0,2.953,3.136,2.86,2.738,1036.8,948.05,20.034262062611067,End-use,M.74.2.B,-0.062139851,-0.062139851,N,"Professional, Scientific And Technical Activities",82,"Office administrative, office support and other business support activities",0.13557098,3.0,Good Health and Wellbeing,0.5752768919112627
1368,WEU,Western Europe,IT,Italy,502076000.0,2.953,3.136,2.86,2.738,1036.8,948.05,20.034262062611067,End-use,M.74.2.B,-0.062139851,-0.062139851,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.86442902,3.0,Good Health and Wellbeing,0.6138325436193561
1375,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1529800000.0,3.522,3.775,3.598,2.976,8391.0,1823.0,21.14840284550572,Other,ENVIB010,-0.1,-0.1,I,Accommodation And Food Service Activities,56,Food and beverage service activities,1.0,16.0,"Peace, Justice and Strong Institutions",0.42691858788908044
1375,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1529800000.0,3.522,3.775,3.598,2.976,8391.0,1823.0,21.14840284550572,Other,ENVIB025,-0.25,-0.25,I,Accommodation And Food Service Activities,56,Food and beverage service activities,1.0,16.0,"Peace, Justice and Strong Institutions",0.42340030033681547
1378,WEU,Western Europe,SE,Sweden,737895000.0,2.698,3.0,2.864,1.952,2347.0,11307.0,20.41931209737493,,,,,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,9.0,"Industry, Innovation and Infrastructure",0.7929009962978573
1380,WEU,Western Europe,NL,Netherlands,456800000.0,3.054,3.294,2.956,2.738,1639.0,27296.0,19.939756218495216,Operation,MTH004,-1.0,-1.0,C,Manufacturing,32,Other manufacturing,1.0,11.0,Sustainable Cities and Communities,0.6
1380,WEU,Western Europe,NL,Netherlands,456800000.0,3.054,3.294,2.956,2.738,1639.0,27296.0,19.939756218495216,Operation,MTH001,-1.0,-1.0,C,Manufacturing,32,Other manufacturing,1.0,11.0,Sustainable Cities and Communities,0.6
1380,WEU,Western Europe,NL,Netherlands,456800000.0,3.054,3.294,2.956,2.738,1639.0,27296.0,19.939756218495216,Raw materials,C.22.34.B,-1.0,-1.0,C,Manufacturing,32,Other manufacturing,1.0,11.0,Sustainable Cities and Communities,0.6000000000000001
1383,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1015900000.0,3.062,3.492,2.744,2.667,5640.0,199.0,20.739040757046123,Operation,L.68.6.B,-0.492174427,-0.492174427,L,Financial And Insurance Activities,68,Real estate activities,0.990451816,3.0,Good Health and Wellbeing,0.5770128717695229
1383,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1015900000.0,3.062,3.492,2.744,2.667,5640.0,199.0,20.739040757046123,Operation,L.68.6.B,-0.492174427,-0.492174427,A,"Agriculture, Forestry And Fishing",2,Forestry and logging,0.009548184,11.0,Sustainable Cities and Communities,0.6
1400,WEU,Western Europe,IT,Italy,1700000000.0,2.853,3.045,2.857,2.5,5265.0,3400.0,21.253894088596816,Operation,J.58.94.P,0.1,0.1,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,16.0,"Peace, Justice and Strong Institutions",0.4511515577028198
1400,WEU,Western Europe,IT,Italy,1700000000.0,2.853,3.045,2.857,2.5,5265.0,3400.0,21.253894088596816,Operation,J.58.20.P,0.1,0.1,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,16.0,"Peace, Justice and Strong Institutions",0.4511515577028198
1400,WEU,Western Europe,IT,Italy,1700000000.0,2.853,3.045,2.857,2.5,5265.0,3400.0,21.253894088596816,Operation,MTH002,-0.1,-0.1,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,16.0,"Peace, Justice and Strong Institutions",0.45299557737835466
1401,NAM,Northern America,US,United States of America,14700000000.0,3.089,3.9,2.9,1.857,54917.0,208413.0,23.41111333079913,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",1.0,3.0,Good Health and Wellbeing,0.7909776842507639
1406,WEU,Western Europe,NL,Netherlands,2940000000.0,3.019,3.65,2.803,2.143,127587.0,69470.0,21.80167541863714,Operation,MTH004,-0.25,-0.25,C,Manufacturing,32,Other manufacturing,1.0,3.0,Good Health and Wellbeing,0.796812137561627
1406,WEU,Western Europe,NL,Netherlands,2940000000.0,3.019,3.65,2.803,2.143,127587.0,69470.0,21.80167541863714,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,32,Other manufacturing,1.0,3.0,Good Health and Wellbeing,0.6058270088285793
1415,EA,Eastern Asia,CN,China,18200000000.0,3.091,3.944,3.079,1.571,194982.0,3486.0,23.624687431084105,,,,,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",0.664515593,11.0,Sustainable Cities and Communities,
1415,EA,Eastern Asia,CN,China,18200000000.0,3.091,3.944,3.079,1.571,194982.0,3486.0,23.624687431084105,,,,,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.335484407,11.0,Sustainable Cities and Communities,
1415,EA,Eastern Asia,CN,China,18200000000.0,3.091,3.944,3.079,1.571,194982.0,3486.0,23.624687431084105,,,,,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",0.664515593,9.0,"Industry, Innovation and Infrastructure",
1415,EA,Eastern Asia,CN,China,18200000000.0,3.091,3.944,3.079,1.571,194982.0,3486.0,23.624687431084105,,,,,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.335484407,9.0,"Industry, Innovation and Infrastructure",
1418,NAM,Northern America,US,United States of America,3588600000.0,2.77,3.083,3.0,1.929,2659.0,0.0,22.0010279915215,Other,ENVIB025,-0.25,-0.25,C,Manufacturing,15,Manufacture of leather and related products of other materials,1.0,3.0,Good Health and Wellbeing,1.0
1418,NAM,Northern America,US,United States of America,3588600000.0,2.77,3.083,3.0,1.929,2659.0,0.0,22.0010279915215,Operation,MTH001,-0.25,-0.25,C,Manufacturing,15,Manufacture of leather and related products of other materials,1.0,3.0,Good Health and Wellbeing,0.8143867225578739
1419,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4310000000.0,3.487,3.233,4.75,2.429,29145.0,26129.0,22.184203741294088,End-use,C.28.1.P,0.180046404,0.180046404,R,Human Health And Social Work Activities,92,Gambling and betting activities,1.0,12.0,Responsible Consumption and Production,0.5741680045331189
1419,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4310000000.0,3.487,3.233,4.75,2.429,29145.0,26129.0,22.184203741294088,Operation,J.58.20.P,0.1,0.1,R,Human Health And Social Work Activities,92,Gambling and betting activities,1.0,3.0,Good Health and Wellbeing,0.6190386389956585
1425,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1706700000.0,3.382,3.351,4.818,1.714,2743.0,1630.0,21.25782751897491,,,,,R,Human Health And Social Work Activities,92,Gambling and betting activities,1.0,3.0,Good Health and Wellbeing,0.8107107121995133
1432,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4120000000.0,3.28,3.76,3.17,2.548,67117.59,95402.05,22.139119000550565,,,,,G,Wholesale And Retail Trade,47,Retail trade,1.0,7.0,Affordable and Clean Energy,0.22325556424025625
1437,WEU,Western Europe,SE,Sweden,19900000000.0,3.032,3.643,3.034,1.929,37.0,2299.0,23.71398556872711,,,,,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",0.569989422,9.0,"Industry, Innovation and Infrastructure",0.3993686563394028
1437,WEU,Western Europe,SE,Sweden,19900000000.0,3.032,3.643,3.034,1.929,37.0,2299.0,23.71398556872711,,,,,N,"Professional, Scientific And Technical Activities",82,"Office administrative, office support and other business support activities",0.430010578,12.0,Responsible Consumption and Production,0.4988344473208339
1443,WEU,Western Europe,IT,Italy,435361000.0,2.861,3.0,2.953,2.5,666.0,369.0,19.89168613224317,,,,,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",0.772508958,3.0,Good Health and Wellbeing,0.6368505783439999
1443,WEU,Western Europe,IT,Italy,435361000.0,2.861,3.0,2.953,2.5,666.0,369.0,19.89168613224317,,,,,J,Information and communication,62,"Computer programming, consultancy and related activities",0.227491042,9.0,"Industry, Innovation and Infrastructure",0.622477719850995
1456,WEU,Western Europe,FR,France,1080000000.0,2.95,3.871,2.954,1.286,3000.0,21000.0,20.800226879008463,Operation,J.58.101.B,-0.298666667,-0.298666667,J,Information and communication,63,Information service activities,0.298666667,9.0,"Industry, Innovation and Infrastructure",0.5919241030718231
1456,WEU,Western Europe,FR,France,1080000000.0,2.95,3.871,2.954,1.286,3000.0,21000.0,20.800226879008463,Operation,J.58.101.B,-0.298666667,-0.298666667,B,Mining And Quarrying,9,Mining support service activities,0.5,3.0,Good Health and Wellbeing,1.0
1456,WEU,Western Europe,FR,France,1080000000.0,2.95,3.871,2.954,1.286,3000.0,21000.0,20.800226879008463,Operation,J.58.101.B,-0.298666667,-0.298666667,C,Manufacturing,27,Manufacture of electrical equipment,0.201333333,3.0,Good Health and Wellbeing,1.0
1457,WEU,Western Europe,IT,Italy,583000000.0,2.454,2.437,2.263,2.714,187900.0,14900.0,20.18369774603003,,,,,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",39,Remediation activities and other waste management service activities,0.117,11.0,Sustainable Cities and Communities,0.6076873884340869
1457,WEU,Western Europe,IT,Italy,583000000.0,2.454,2.437,2.263,2.714,187900.0,14900.0,20.18369774603003,,,,,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.883,11.0,Sustainable Cities and Communities,0.6076873884340869
1467,WEU,Western Europe,ES,Spain,462000000.0,3.359,3.594,3.086,3.262,49.0,226.0,19.95107545121052,Other,ENVIB010,-0.054978355,-0.054978355,J,Information and communication,60,"Programming, broadcasting, news agency and other content distribution activities",0.45021645,9.0,"Industry, Innovation and Infrastructure",0.41875022656256317
1467,WEU,Western Europe,ES,Spain,462000000.0,3.359,3.594,3.086,3.262,49.0,226.0,19.95107545121052,Other,ENVIB010,-0.054978355,-0.054978355,R,Human Health And Social Work Activities,93,Sports activities and amusement and recreation activities,0.54978355,3.0,Good Health and Wellbeing,0.6016306143815251
1476,WEU,Western Europe,DE,Germany,1230000000.0,3.254,3.55,3.0,3.024,1500.0,1324.0,20.930280007143747,Raw materials,C.14.20.B,-0.1,-0.1,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,9.0,"Industry, Innovation and Infrastructure",0.5716952420629123
