entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log
1272,WEU,Western Europe,IT,Italy,2363600000.0,3.175,3.8,2.977,2.286,10729.51,8302.15,21.58345171785888
3355,NAM,Northern America,US,United States of America,4573200000.0,2.474,2.947,2.236,1.905,832.0,8770.0,22.243479015850752
1722,WEU,Western Europe,IT,Italy,355000000.0,3.244,4.0,2.471,2.81,5242.0,8772.0,19.687628350256592
1975,NAM,Northern America,US,United States of America,992452000.0,3.012,3.9,3.0,1.429,1605.0,8843.0,20.715689207643308
10700,WEU,Western Europe,FR,France,568241000.0,3.04,3.243,3.028,2.69,14644.0,8895.0,20.158056184231892
2226,WEU,Western Europe,LU,Luxembourg,926836000.0,3.081,3.562,2.251,3.214,37881.0,8966.0,20.647287194178947
2581,NAM,Northern America,US,United States of America,5501907000.0,2.89,3.523,2.959,1.667,104515.0,8991.0,22.42836059654331
1248,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2045400000.0,3.017,3.658,3.004,1.881,5520.24,9060.42,21.43885920682509
3342,WEU,Western Europe,BE,Belgium,976893000.0,3.294,3.944,3.0,2.476,19518.0,9123.0,20.699887686097558
10764,NAM,Northern America,US,United States of America,656323000.0,2.815,3.939,2.124,1.619,4147.0,9989.0,20.30216360530249
1766,NAM,Northern America,US,United States of America,782009000.0,2.996,3.75,2.0,2.833,1590.0,10254.0,20.477376808673522
3916,WEU,Western Europe,ES,Spain,436699000.0,3.023,3.171,3.0,2.786,30446.0,10330.0,19.89475473084154
3157,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2476130000.0,3.179,3.645,2.925,2.643,13060.0,10380.0,21.6299626948331
3595,NAM,Northern America,US,United States of America,3760500000.0,2.83,3.351,2.979,1.714,76040.0,10583.0,22.047817764496653
10061,WEU,Western Europe,FI,Finland,624900000.0,2.768,2.972,2.901,2.238,35600.0,10600.0,20.253102196499565
3356,NAM,Northern America,US,United States of America,702727000.0,3.698,4.75,3.0,2.643,63384.0,10645.0,20.370479040072006
1303,WEU,Western Europe,LU,Luxembourg,451800000.0,2.348,2.669,2.455,1.643,2780.0,10680.0,19.928750164211547
3958,NAM,Northern America,US,United States of America,19857200000.0,2.907,3.572,3.022,1.571,308000.0,11000.0,23.71183249876585
1851,WEU,Western Europe,IE,Ireland,1392010000.0,3.56,3.855,3.583,3.0,48501.0,11141.0,21.054014583459267
1378,WEU,Western Europe,SE,Sweden,737895000.0,2.698,3.0,2.864,1.952,2347.0,11307.0,20.419312097374938
2957,NAM,Northern America,US,United States of America,514711000.0,2.907,3.0,2.65,3.048,378.0,11430.0,20.059116138010268
2426,NAM,Northern America,US,United States of America,2071600000.0,2.893,3.6,2.0,2.69,1383.0,11467.0,21.45158709299673
1490,WEU,Western Europe,DE,Germany,2640000000.0,2.502,3.5,1.9,1.429,19929.0,11527.0,21.694044754483425
3236,NAM,Northern America,US,United States of America,3810000000.0,2.759,2.9,3.0,2.214,423.0,11583.0,22.060895026347488
1589,WEU,Western Europe,IT,Italy,353567895.0,3.375,3.9,3.0,2.881,7593.0,11597.0,19.68358609275073
3295,WEU,Western Europe,FR,France,19300000000.0,2.508,3.053,2.742,1.243,72515.0,12224.0,23.683370932909064
2435,NAM,Northern America,US,United States of America,2679634000.0,2.119,2.543,1.938,1.571,10200.0,12300.0,21.708946055352037
3308,WEU,Western Europe,DE,Germany,2900000000.0,2.956,3.14,2.624,3.024,5300.0,12496.0,21.787976574283668
2920,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,549000000.0,2.924,3.75,1.9,2.667,3217.0,12858.0,20.1236090012953
2014,NAM,Northern America,US,United States of America,48040364000.0,2.787,3.652,2.502,1.571,9519.0,12919.0,24.595307411169454
1958,NAM,Northern America,US,United States of America,4982659000.0,2.791,3.088,2.765,2.286,54129.0,13085.0,22.32922952143367
1594,WEU,Western Europe,NL,Netherlands,857000000.0,2.741,3.484,1.765,2.571,1683.0,13541.0,20.568948477728917
2465,NAM,Northern America,US,United States of America,4102108000.0,2.974,3.577,3.0,1.857,4098.0,13651.0,22.13476682511397
3053,NAM,Northern America,US,United States of America,4301200000.0,3.054,3.758,2.995,1.857,67853.0,13816.0,22.182159890713137
1337,WEU,Western Europe,FR,France,2394700000.0,3.214,4.019,3.019,2.0,13839.0,14613.0,21.596523799420734
1301,WEU,Western Europe,IE,Ireland,3291856000.0,2.895,3.348,2.9,2.071,6680.0,14714.0,21.914717376702455
1457,WEU,Western Europe,IT,Italy,583000000.0,2.454,2.437,2.263,2.714,187900.0,14900.0,20.18369774603003
1129,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1041090000.0,3.119,3.714,1.988,3.405,11057.0,14914.0,20.76353407913414
1131,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,5100000000.0,3.482,3.071,5.0,2.4,7455.0,14923.0,22.35250637687277
1860,WEU,Western Europe,ES,Spain,1885982000.0,2.929,3.0,3.0,2.714,5139.36,15118.61,21.357714477633877
3591,NAM,Northern America,US,United States of America,2628800000.0,2.746,2.95,2.783,2.333,180.0,15590.0,21.689793305627678
1827,NAM,Northern America,US,United States of America,1210000000.0,3.512,3.144,4.75,2.69,8842.0,15808.0,20.91388619738151
1483,WEU,Western Europe,NL,Netherlands,13800000000.0,2.898,3.313,2.983,2.048,7528.0,15899.0,23.347934429182033
1744,WEU,Western Europe,FR,France,3620000000.0,1.553,1.079,2.011,1.857,104501.0,15900.0,22.009739863060332
2509,NAM,Northern America,US,United States of America,3305200000.0,3.021,3.1,3.0,2.905,4463.0,16104.0,21.918762823093857
2174,WEU,Western Europe,DE,Germany,1010000000.0,2.536,2.389,2.509,2.833,7107.0,16160.0,20.733216168789678
3990,WEU,Western Europe,ES,Spain,4353201000.0,2.138,2.293,2.078,1.929,4980.0,16529.0,22.194177273731942
3377,NAM,Northern America,US,United States of America,2330000000.0,2.649,3.0,2.9,1.714,2862.0,16675.0,21.569134104953203
1647,NAM,Northern America,US,United States of America,29000000000.0,3.366,4.545,2.953,1.738,129340.0,16734.0,24.090561666967368
1211,WEU,Western Europe,NL,Netherlands,3080000000.0,2.926,3.557,2.75,2.0,50000.0,17000.0,21.84819543425657
3036,NAM,Northern America,US,United States of America,1610000000.0,3.692,4.5,3.235,2.786,6409.88,17366.52,21.1995000165639
2633,NAM,Northern America,US,United States of America,6255284000.0,2.999,3.816,2.963,1.571,128220.0,17432.0,22.556692383671493
3937,NAM,Northern America,US,United States of America,1657225000.0,2.905,3.0,2.9,2.738,3749.0,17537.0,21.22841035434385
3003,NAM,Northern America,US,United States of America,6730000000.0,3.249,3.25,3.355,3.119,1919.0,18408.0,22.629840980751634
3350,WEU,Western Europe,FR,France,1655100000.0,2.666,3.888,1.249,2.167,40835.0,19248.0,21.227127267514962
10704,WEU,Western Europe,FR,France,993053000.0,1.917,1.662,2.528,1.643,1928.0,19276.0,20.71629459520743
1157,WEU,Western Europe,DK,Denmark,7780000000.0,3.185,3.65,2.9,2.69,74384.0,19399.0,22.774822175265246
3671,WEU,Western Europe,ES,Spain,2396700000.0,3.732,3.537,4.554,3.095,12770.0,19805.0,21.59735862853762
10184,WEU,Western Europe,IT,Italy,879900000.0,3.446,3.9,3.85,2.143,44644.49,19807.5,20.595318823752283
2693,NAM,Northern America,US,United States of America,1409281000.0,3.177,3.9,3.55,1.429,70379.0,19815.0,21.06634548291001
3689,NAM,Northern America,US,United States of America,2490000000.0,2.895,3.15,2.9,2.429,3286.0,20375.0,21.635548547824634
1456,WEU,Western Europe,FR,France,1080000000.0,2.95,3.871,2.954,1.286,3000.0,21000.0,20.800226879008466
1171,WEU,Western Europe,ES,Spain,951029000.0,3.892,4.823,3.894,2.214,9866.0,21117.0,20.67305511531283
1710,WEU,Western Europe,FR,France,1520000000.0,3.157,3.548,2.878,2.786,33357.0,21636.0,21.141976172462492
10213,NAM,Northern America,US,United States of America,7659832000.0,3.126,3.086,4.124,2.0,4012.22,21970.65,22.75925588847407
37,WEU,Western Europe,ES,Spain,1279737000.0,3.796,4.05,3.8,3.333,10327.0,22314.0,20.969920425797753
1798,NAM,Northern America,US,United States of America,16100000000.0,2.739,3.216,2.639,2.0,29072.0,22926.0,23.50208510899894
1267,NAM,Northern America,US,United States of America,17400700000.0,3.297,3.621,3.417,2.571,40498.0,25105.0,23.579776272300222
1419,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4310000000.0,3.487,3.233,4.75,2.429,29145.0,26129.0,22.184203741294088
3536,NAM,Northern America,US,United States of America,1737342000.0,3.024,3.621,2.743,2.286,55237.0,26914.0,21.275622196592153
1380,WEU,Western Europe,NL,Netherlands,456800000.0,3.054,3.294,2.956,2.738,1639.0,27296.0,19.939756218495216
1328,NAM,Northern America,US,United States of America,6260000000.0,2.764,3.9,1.738,1.952,19100.0,28000.0,22.557446022218162
3858,NAM,Northern America,US,United States of America,1537617000.0,1.77,1.1,3.0,1.5,22310.0,28446.0,21.153499652961006
1575,NAM,Northern America,US,United States of America,6967200000.0,2.845,3.834,2.362,1.643,26095.0,28933.0,22.664479259486335
2865,NAM,Northern America,US,United States of America,264700000.0,3.483,3.9,3.0,3.31,252.0,29030.0,19.394107670975192
1747,NAM,Northern America,US,United States of America,2997800000.0,3.007,4.0,1.8,2.667,22544.0,29690.0,21.82114452359435
90,WEU,Western Europe,IT,Italy,686200000.0,3.181,3.957,2.585,2.5,46555.0,29729.0,20.346679689845924
2775,WEU,Western Europe,DE,Germany,4058900000.0,2.866,3.9,2.014,2.029,40923.1,29853.6,22.124177838136056
4131,WEU,Western Europe,DE,Germany,22400000000.0,2.774,3.65,2.8,1.167,21200.0,29900.0,23.832326795852047
1182,WEU,Western Europe,FR,France,1210000000.0,2.703,3.103,2.47,2.262,14193.0,30353.0,20.91388619738151
29,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,10912700000.0,2.164,2.381,1.955,2.024,24850.0,30357.0,23.113193085641775
1318,WEU,Western Europe,ES,Spain,2518339000.0,2.461,2.107,2.127,3.5,200665.0,30664.0,21.64686539456301
1615,WEU,Western Europe,FR,France,2820000000.0,2.942,2.899,2.841,3.138,1900.0,30900.0,21.760002722251045
2051,WEU,Western Europe,NL,Netherlands,685100000.0,3.393,3.7,3.0,3.31,76472.0,31323.0,20.345075372432767
2269,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1015194000.0,3.058,3.65,2.0,3.262,9110.18,31589.14,20.738345565166536
2030,NAM,Northern America,CA,Canada,7829700000.0,3.527,4.595,3.029,2.2,32296.0,33387.0,22.781190032166588
2684,NAM,Northern America,US,United States of America,1049288000.0,3.034,3.722,2.506,2.429,39206.0,33697.0,20.771377676820215
2066,NAM,Northern America,US,United States of America,6355800000.0,3.213,3.939,2.977,2.19,33805.0,33752.0,22.572633618952118
3981,WEU,Western Europe,SE,Sweden,12900000000.0,2.755,3.05,3.0,1.929,1231.0,33791.0,23.280493148391557
1484,NAM,Northern America,US,United States of America,391110000.0,3.292,4.056,2.57,2.786,146713.0,33991.0,19.784499410863898
1246,WEU,Western Europe,IT,Italy,830700000.0,3.089,2.863,3.917,2.5,36110.0,34481.0,20.537779278013105
1179,WEU,Western Europe,ES,Spain,421000000.0,3.252,3.52,2.88,3.214,21074.42,34687.78,19.85814339402195
1245,WEU,Western Europe,DE,Germany,817000000.0,3.235,4.0,2.72,2.476,38092.0,35629.0,20.521149654048266
3346,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,794970000.0,3.235,3.8,3.0,2.5,49281.0,35641.0,20.49381493731544
1650,WEU,Western Europe,FR,France,1770000000.0,3.137,4.0,2.332,2.548,19731.0,36015.0,21.29424538409712
3343,NAM,Northern America,US,United States of America,1085677000.0,3.117,3.875,2.375,2.643,27000.0,38000.0,20.8054695934095
4030,NAM,Northern America,US,United States of America,3360000000.0,2.605,3.039,2.816,1.571,17927.0,38893.0,21.935206811219143
1869,NAM,Northern America,US,United States of America,10043408000.0,3.404,4.612,3.0,1.714,51703.0,39724.0,23.030182335943156
2121,WEU,Western Europe,LU,Luxembourg,280000000.0,3.376,3.875,3.0,2.929,3252.0,42384.0,19.450300164704952
10765,NAM,Northern America,US,United States of America,567694000.0,3.985,3.75,5.0,3.19,105911.0,42438.0,20.157093100884136
2756,NAM,Northern America,US,United States of America,4283800000.0,3.051,4.125,2.077,2.286,6151.0,44551.0,22.178106303334754
4134,WEU,Western Europe,LU,Luxembourg,5570000000.0,3.118,3.85,3.25,1.643,59481.0,44652.0,22.440660891065136
1238,NAM,Northern America,CA,Canada,19400000000.0,3.544,3.418,3.652,3.643,205624.0,47661.0,23.68853890306724
2785,NAM,Northern America,US,United States of America,5769577000.0,2.836,3.138,2.9,2.214,4938.0,49196.0,22.475864604727114
3005,NAM,Northern America,US,United States of America,1178166000.0,3.109,4.0,2.159,2.643,14557.0,49401.0,20.88722482990489
3976,WEU,Western Europe,CH,Switzerland,2700000000.0,3.663,4.765,2.286,3.333,114964.0,49621.0,21.716517610327063
3576,WEU,Western Europe,LU,Luxembourg,3740000000.0,2.909,3.01,2.94,2.69,1620.0,50164.0,22.042351448640233
2627,NAM,Northern America,US,United States of America,1430000000.0,3.163,3.838,3.0,2.143,112617.0,51469.0,21.080940281917528
1658,WEU,Western Europe,FR,France,10368400000.0,2.441,2.507,1.935,2.929,24264.0,51841.0,23.062028556155493
4049,NAM,Northern America,US,United States of America,6149909000.0,2.981,3.45,2.975,2.143,115728.0,51927.0,22.53970312207
2897,NAM,Northern America,US,United States of America,4160300000.0,3.141,4.036,3.046,1.643,19844.0,53514.0,22.148853024244378
3601,WEU,Western Europe,LU,Luxembourg,1087500000.0,3.201,3.5,2.9,3.024,215581.0,54611.0,20.807147321846653
2925,NAM,Northern America,US,United States of America,154000000000.0,3.07,3.516,2.814,2.571,9998.0,54646.0,25.760218439366533
1312,WEU,Western Europe,LU,Luxembourg,1250000000.0,3.331,3.818,2.935,2.929,8662.0,55328.0,20.94640938906062
1055,WEU,Western Europe,LU,Luxembourg,1704800000.0,3.133,3.8,2.8,2.333,63214.0,56730.0,21.25671363933526
1132,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1115200000.0,3.244,3.913,3.0,2.333,173229.0,57301.0,20.832299598867234
2289,CAR,Caribbean,PR,Puerto Rico,1260500000.0,2.294,2.631,1.973,2.071,7530.0,57601.0,20.954774305385584
1835,NAM,Northern America,US,United States of America,4300000000.0,2.786,1.955,3.993,2.833,59511.0,58870.0,22.181880859878486
1639,WEU,Western Europe,ES,Spain,1439919000.0,3.832,3.595,4.9,2.976,4992.0,59700.0,21.087852699646714
2165,NAM,Northern America,US,United States of America,8300000000.0,3.261,3.619,3.0,2.929,126198.0,60378.0,22.839521351869447
3606,WEU,Western Europe,FR,France,441000000.0,3.242,3.65,2.575,3.31,138437.0,61295.0,19.904555435678695
2377,EA,Eastern Asia,JP,Japan,725006000.0,2.792,3.5,2.926,1.357,1681.0,62624.0,20.401690490026073
4225,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2972737000.0,3.258,4.043,2.83,2.357,412225.0,62720.0,21.812748914553538
3468,NAM,Northern America,US,United States of America,1323649000.0,3.006,3.952,2.9,1.429,208797.0,63336.0,21.003658154329795
2805,NAM,Northern America,US,United States of America,840400000.0,3.376,3.94,2.981,2.833,36538.0,65205.0,20.54938852812503
3337,NAM,Northern America,US,United States of America,5636523000.0,3.185,3.8,3.25,2.0,39516.0,66078.0,22.452533223164387
1768,NAM,Northern America,CA,Canada,44500000000.0,3.38,3.999,3.9,1.643,128994.0,66114.0,24.51875502614108
2215,NAM,Northern America,US,United States of America,4790000000.0,2.774,3.806,1.992,1.857,51517.0,67484.0,22.289796248578003
2889,WEU,Western Europe,NL,Netherlands,856263000.0,3.388,3.9,3.5,2.333,36217.0,67558.0,20.568088131075072
3345,NAM,Northern America,US,United States of America,607851000.0,3.144,3.44,2.96,2.833,4972.0,68798.0,20.22544034575258
1406,WEU,Western Europe,NL,Netherlands,2940000000.0,3.019,3.65,2.803,2.143,127587.0,69470.0,21.80167541863714
1954,NAM,Northern America,US,United States of America,6269305000.0,3.661,4.888,2.905,2.357,65760.4,70023.7,22.558931340311897
1973,NAM,Northern America,US,United States of America,1920000000.0,3.569,4.25,3.0,3.024,70259.0,70666.0,21.375591023506935
3564,NAM,Northern America,US,United States of America,823265000.0,3.07,3.213,2.893,3.024,3542.0,72532.0,20.528788700737092
2216,NAM,Northern America,US,United States of America,3142800000.0,3.037,3.79,2.89,1.857,33384.0,72976.0,21.86837995958413
1493,NAM,Northern America,US,United States of America,2890000000.0,3.088,3.962,2.802,1.857,30424.0,73210.0,21.78452233941677
10039,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2060000000.0,3.414,4.0,3.0,2.857,23678.0,73649.0,21.44597182023334
1063,WEU,Western Europe,PT,Portugal,5142600000.0,2.727,2.54,2.203,3.69,31861.0,74807.0,22.36082462529162
10695,NAM,Northern America,US,United States of America,8969351000.0,3.191,3.9,3.0,2.143,15854.0,75148.0,22.917079158225658
2876,NAM,Northern America,US,United States of America,4655600000.0,2.842,3.75,2.181,2.0,68712.0,77715.0,22.26133663324689
2041,NAM,Northern America,US,United States of America,4210000000.0,2.451,2.86,2.093,2.143,38175.0,79809.0,22.16072848487823
3395,NAM,Northern America,US,United States of America,37300000000.0,3.824,4.798,3.703,2.214,1712.0,82042.0,24.34225916362299
2739,NAM,Northern America,US,United States of America,6929249000.0,3.115,3.74,3.406,1.643,101923.0,84032.0,22.65901727501178
1302,WEU,Western Europe,LU,Luxembourg,828400000.0,3.009,3.032,2.961,3.024,4282.0,84778.0,20.53500668869285
60,WEU,Western Europe,IT,Italy,787000000.0,1.902,1.34,2.9,1.714,416298.0,85145.0,20.483738807652326
1334,WEU,Western Europe,NL,Netherlands,2791300000.0,2.467,2.655,2.218,2.429,21100.0,86300.0,21.74977327443782
1929,NAM,Northern America,US,United States of America,7940000000.0,3.381,4.508,3.198,1.571,51376.0,87920.0,22.7951791123314
46,EEU,Eastern Europe,EE,Estonia,492307000.0,2.988,3.172,3.0,2.643,36653.0,89702.0,20.014613065630765
1748,NAM,Northern America,US,United States of America,1400000000.0,3.119,3.9,3.0,1.857,19758.0,90611.0,21.05973807428191
2601,NAM,Northern America,US,United States of America,10333967000.0,2.595,3.521,2.0,1.643,18968.0,91901.0,23.05870207356071
1432,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,4120000000.0,3.28,3.76,3.17,2.548,67117.59,95402.05,22.139119000550565
3217,NAM,Northern America,US,United States of America,2300000000.0,3.346,4.0,3.15,2.405,183000.0,97000.0,21.556174960316298
2416,NAM,Northern America,US,United States of America,1078309000.0,3.038,3.291,2.988,2.643,13375.0,101806.0,20.798659911216145
3634,NAM,Northern America,US,United States of America,2339226000.0,3.173,3.981,3.296,1.571,76338.0,106545.0,21.573085942796535
2605,NAM,Northern America,US,United States of America,3202053000.0,3.143,4.099,2.9,1.714,23200.0,107300.0,21.887058003851152
3789,NAM,Northern America,US,United States of America,1761185000.0,3.346,3.708,2.993,3.119,63122.0,108288.0,21.28925271545712
1791,WEU,Western Europe,NL,Netherlands,989000000.0,3.114,3.545,3.0,2.476,7019.0,108836.0,20.71220489059811
10054,NAM,Northern America,US,United States of America,2307900000.0,2.867,3.71,2.801,1.429,512369.0,109701.0,21.55960385753057
3618,NAM,Northern America,US,United States of America,3750000000.0,3.093,4.0,3.0,1.571,56535.0,110884.0,22.045021677195397
2090,NAM,Northern America,US,United States of America,1542533000.0,3.481,4.145,2.865,3.024,309419.0,111164.0,21.156691708004423
3489,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1334100000.0,3.324,4.05,2.9,2.524,113811.0,111919.0,21.011522744898603
1538,WEU,Western Europe,NL,Netherlands,610000000.0,2.805,3.9,1.655,2.214,142884.0,118052.0,20.228969516770974
2827,NAM,Northern America,US,United States of America,17700000000.0,2.629,3.093,2.85,1.529,17636.0,120793.0,23.596830476582692
3540,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1900000000.0,3.061,3.562,2.677,2.619,15339.0,123741.0,21.365119723645122
1478,WEU,Western Europe,DE,Germany,1636372108.0,2.621,2.466,2.517,3.024,344641.0,126727.0,21.21574749975302
1363,NAM,Northern America,US,United States of America,1900000000.0,3.166,3.688,2.5,3.024,101173.0,131121.0,21.365119723645122
1843,NAM,Northern America,US,United States of America,1439800000.0,3.01,3.732,3.066,1.643,129280.0,131187.0,21.08777005269402
2790,NAM,Northern America,US,United States of America,30300000000.0,3.02,3.8,2.94,1.714,344074.0,137440.0,24.134413549494738
10368,NAM,Northern America,US,United States of America,51600000000.0,2.902,3.604,2.896,1.643,58764.0,140005.0,24.666787509453307
1796,NAM,Northern America,US,United States of America,1440000000.0,3.201,3.75,2.981,2.476,10991.0,142319.0,21.087908951228766
1711,WEU,Western Europe,FR,France,3331900000.0,2.886,3.695,2.948,1.357,106232.0,144872.0,21.926808549095966
2918,NAM,Northern America,US,United States of America,1450000000.0,2.955,3.36,2.707,2.524,259057.0,148507.0,21.09482939406855
1274,WEU,Western Europe,ES,Spain,4617380000.0,3.09,3.9,3.0,1.738,24138.0,154895.0,22.253093281827752
1644,WEU,Western Europe,CH,Switzerland,2000000000.0,3.445,4.067,2.6,3.338,190865.0,155446.0,21.416413018006356
3351,NAM,Northern America,US,United States of America,8702604000.0,3.24,3.833,3.265,2.143,39715.0,158233.0,22.88688812828228
3435,NAM,Northern America,US,United States of America,4730000000.0,3.057,4.0,3.0,1.429,63857.044,159892.851,22.27719103966167
1284,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,3360300000.0,3.153,4.2,3.0,1.452,24136.0,162242.0,21.93529609294767
102,WEU,Western Europe,DE,Germany,1316803000.0,3.355,4.4,2.876,2.048,577624.0,170126.0,20.9984726668942
4109,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,13816800000.0,3.17,3.664,3.404,2.0,210164.0,175168.0,23.34915108006636
1276,NAM,Northern America,US,United States of America,7310000000.0,3.309,3.929,2.873,2.714,212712.0,175456.0,22.7125091108449
1327,NAM,Northern America,US,United States of America,925735000.0,2.861,3.36,2.849,1.976,350599.0,176658.0,20.64609857562836
1813,LATAM,Latin America,MX,Mexico,6667600000.0,3.064,3.8,2.964,1.857,91346.0,176823.0,22.620525812183185
2998,NAM,Northern America,US,United States of America,5152500000.0,2.628,3.364,2.379,1.6,285855.0,188735.0,22.36274787092297
3989,NAM,Northern America,US,United States of America,11800000000.0,3.026,3.16,3.5,2.214,387349.0,190200.0,23.191365368502776
4092,WEU,Western Europe,CH,Switzerland,17000000000.0,3.291,3.929,3.033,2.452,406000.0,196000.0,23.55647918106145
3148,WEU,Western Europe,FR,France,1360000000.0,3.143,3.939,2.346,2.667,65556.0,203288.0,21.030750537429665
3694,WEU,Western Europe,FR,France,9240000000.0,2.23,2.471,2.0,2.071,24215.0,205362.0,22.94680772270823
1401,NAM,Northern America,US,United States of America,14700000000.0,3.089,3.9,2.9,1.857,54917.0,208413.0,23.41111333079913
1296,WEU,Western Europe,IT,Italy,527797000.0,2.884,3.1,2.8,2.595,1651.0,213461.0,20.084222299940812
3592,NAM,Northern America,US,United States of America,6362900000.0,3.649,3.775,4.857,1.943,64080.0,215068.0,22.573750085373433
3723,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,18400000000.0,3.332,4.007,3.311,2.143,195846.0,223116.0,23.635616501615697
972,WEU,Western Europe,IT,Italy,16300000000.0,2.218,2.407,2.056,2.071,104418.0,232269.0,23.51443094482048
1283,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,25600000000.0,3.23,3.781,3.152,2.333,345723.0,238147.0,23.96585818847099
10282,NAM,Northern America,US,United States of America,2190000000.0,3.255,3.946,2.708,2.667,331192.0,243753.0,21.50716738123144
2901,NAM,Northern America,US,United States of America,3874140000.0,2.757,2.745,3.108,2.357,71217.0,266271.0,22.07758953989465
2084,WEU,Western Europe,FR,France,26974200000.0,2.592,3.262,2.796,1.143,106000.0,283000.0,24.018146690598005
1762,NAM,Northern America,US,United States of America,4440000000.0,3.059,3.9,2.439,2.286,175807.0,302607.0,22.21392021361577
3035,NAM,Northern America,US,United States of America,1186077000.0,3.558,4.875,3.0,1.857,559769.0,310903.0,20.893917060372253
1263,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,28300000000.0,3.553,4.709,3.153,1.952,44840.0,311882.0,24.06612764163094
1207,EEU,Eastern Europe,CZ,Czechia,1114065013.0,2.646,3.8,1.75,1.643,13722.0,370328.0,20.831281337610335
2774,NAM,Northern America,US,United States of America,66500000000.0,3.805,4.518,3.769,2.571,517000.0,464000.0,24.920467784623256
1205,WEU,Western Europe,CH,Switzerland,5305365000.0,2.879,3.25,2.5,2.667,637605.0,503162.0,22.39198440985005
1314,WEU,Western Europe,NL,Netherlands,5130000000.0,3.0,3.602,2.653,2.333,598000.0,640000.0,22.358371496324022
2098,WEU,Western Europe,DE,Germany,41400000000.0,3.228,4.254,2.692,2.024,229000.0,649000.0,24.446546717801834
1289,NAM,Northern America,CA,Canada,10000000000.0,2.773,3.338,2.925,1.571,534314.0,715990.0,23.025850930040455
1750,NAM,Northern America,US,United States of America,5510000000.0,2.994,3.875,2.56,1.929,631252.0,862769.0,22.429830460292724
4090,NAM,Northern America,US,United States of America,55100000000.0,2.425,2.629,2.354,2.143,431504.0,1105788.0,24.732415553123428
4098,WEU,Western Europe,NO,Norway,10200000000.0,2.358,2.354,3.0,1.595,250372.0,1503357.0,23.045653557334674
1777,NAM,Northern America,US,United States of America,609000000.0,2.958,3.5,3.063,1.857,144025.0,1597469.0,20.227328827316207
3387,NAM,Northern America,US,United States of America,1540000000.0,3.102,3.9,3.0,1.786,442406.0,2061608.0,21.1550482540213
