entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,nace_level_1_code,nace_level_1_name,nace_level_2_code,nace_level_2_name,revenue_pct,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_activities,avg_env_score_adjustment,has_activity,revenue_x_environmental_score,revenue_x_governance_score,E_x_S,S_x_G,country_ts2_per_revenue,target_scope_1_log,target_scope_2_log,sector_avg_scope2_log,sector_median_scope2_log,country_avg_scope2_log,country_avg_scope2_per_revenue,country_avg_esg,rev_x_env,rev_x_gov,env_x_gov,esg_sum,sector1_x_country,ESG_Comp_1,ESG_Comp_2
1511,WEU,Western Europe,PT,Portugal,715595511.0,3.054,3.504,2.799,2.548,21603.0,6759.0,20.388625637919027,Operation,MTH002,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,3.0,Good Health and Wellbeing,-0.1292209714998988,-0.0588249862110986,-0.1330587678184049,-0.2242079399675824,-0.0434914597081004,-0.0705133708190659,-0.1216459936173267,0.1115193765404112,-0.2741815124568126,-0.2406238726585362,1,-0.1,1,2507446670.544,1823337362.028,9.807696,7.131852,1.1995906463362357e-05,9.98063376171278,8.81877816903701,10.30932552506939,10.996263838148824,10.020729139576147,1.3923400106200382e-05,3.0220000000000002,2507446670.544,1823337362.028,8.928192000000001,8.850999999999999,-1.550122687217599e-06,-3912787113.680653,-0.0773803456387385
1538,WEU,Western Europe,NL,Netherlands,610000000.0,2.805,3.9,1.655,2.214,142884.0,118052.0,20.228969516770974,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.2020996221309397,-0.2020996988328295,-0.1502649496717048,-0.3313565779430995,-0.2998400207480256,-0.4816221433023002,1.2219606457097376,-0.2329155369991831,-0.2275543301989229,-0.1926857055512954,1,-0.1,1,2379000000.0,1350540000.0,6.4545,3.66417,2.870823443040889e-05,11.869795389898933,11.678888955151365,8.692736115246955,8.480201539915154,8.69614039755072,2.2134828802156627e-05,3.276884615384615,2379000000.0,1350540000.0,8.634599999999999,7.769,-5.80192333043207e-06,-4018382624.6806526,-0.038513744767873156
1553,WEU,Western Europe,GI,Gibraltar,1754500000.0,3.507,3.072,5.0,2.5,892.0,2497.0,21.285449753557508,End-use,C.14.34.P,-0.014515808,-0.014515808,R,Human Health And Social Work Activities,92,Gambling and betting activities,1.0,3.0,Good Health and Wellbeing,-0.1772642120083365,-0.1654317904336846,-0.0815632109969157,-0.0469448469812878,-0.2157441595209018,-0.053436970358757,-0.1747172955115111,0.0743242651404355,-0.13173748275236,-0.1841317081051691,1,-0.014515808,1,5389824000.0,4386250000.0,15.36,12.5,1.4231974921630094e-06,6.794586580876499,7.823245690685523,8.000384769155028,8.666302614004078,7.823245690685523,1.4231974921630094e-06,3.072,5389824000.0,4386250000.0,7.68,10.572,-2.522819819805165e-07,-2873882624.680651,-0.3887273795431143
1557,WEU,Western Europe,FR,France,2402800000.0,3.018,3.4,2.995,2.357,41609.0,5271.0,21.59990056135646,Raw materials,C.28.94.P,0.475,0.3894999999999994,N,"Professional, Scientific And Technical Activities",77,Rental and leasing activities,0.633333333,12.0,Responsible Consumption and Production,0.2486585689891179,-0.2646849525928967,-0.7780667718037708,-0.9880599850056898,6.491101155073904,1.512759574389232,-0.5183324164850726,0.976911397648493,0.2532900118556433,0.0803880641050165,6,0.25,1,8169520000.0,5663399600.000001,10.183,7.059215000000001,1.4630044194219064e-05,10.636095801976987,8.570165076182343,8.551839129274702,8.570165076182343,8.555753572198892,8.915957793295588e-06,3.3401162790697674,8169520000.0,5663399600.000001,8.0138,8.751999999999999,3.6378858535820647e-06,-2225582624.6806526,-0.01820635144038579
1564,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,581000000.0,2.822,3.0,3.0,2.286,426.0,2280.0,20.180261316537354,Operation,MTH002,-0.1,-0.1,N,"Professional, Scientific And Technical Activities",82,"Office administrative, office support and other business support activities",1.0,12.0,Responsible Consumption and Production,-0.306526481814449,-0.2546519085160109,-0.2564220241134101,-0.4055113277314095,-0.5951278896947292,-0.0216752305303685,-0.8992688854589538,0.2268661812814202,-0.8978141081415405,-1.961849798056334,1,-0.1,1,1743000000.0,1328166000.0,9.0,6.8580000000000005,9.190606958410844e-06,6.056784013228625,7.732369222284388,7.088650649753538,7.293915353272695,7.839892076213068,9.367221878971305e-06,3.5126612903225807,1743000000.0,1328166000.0,6.8580000000000005,8.286,-2.81716441670107e-06,-4047382624.68065,0.3552625518743166
1575,NAM,Northern America,US,United States of America,6967200000.0,2.845,3.834,2.362,1.643,26095.0,28933.0,22.66447925948633,Other,ENVIB010,-0.3,-0.3,C,Manufacturing,32,Other manufacturing,0.226531635,3.0,Good Health and Wellbeing,-0.1350864222775302,-0.0495089504215383,-0.1562335559341202,-0.3172975989360327,0.3793635192725439,0.0116350972271166,-0.0968129140157584,0.0613043052351878,-0.1698480378093663,-0.1305038510633921,2,-0.3,1,26712244800.0,11447109600.0,9.055908,3.880766,4.5487802618851305e-05,10.169537324860794,10.272772653189536,9.688135216471387,10.42519376739833,9.558663510576434,1.3481632512183627e-05,3.565965986394558,26712244800.0,11447109600.0,6.299262000000001,7.8389999999999995,-6.144784513047092e-06,2338817375.319349,-0.126017039864186
1588,WEU,Western Europe,ES,Spain,211200000.0,3.524,3.9,3.0,3.476,734.0,202.0,19.16831611453123,End-use,H.49.6.B,-0.1,-0.1,H,Transportation And Storage,52,"Warehousing, storage and support activities for transportation",1.0,7.0,Affordable and Clean Energy,-0.2078015942121172,-0.1994915863705383,-0.1181321286560803,-0.0990827641749496,-0.3597932774012607,0.0689668263018015,-0.0608007562193895,0.7851468187603189,0.0468467866561118,-0.0330270811724367,1,-0.1,1,823680000.0,734131200.0,11.7,10.428,1.0041005413315722e-05,6.5998704992128365,5.313205979041787,8.293292832252522,8.640358801096479,7.863797924974199,1.3146993856228642e-05,3.476777777777778,823680000.0,734131200.0,13.5564,10.376000000000001,-2.0865369323795055e-06,-4417182624.6806555,-0.6110248686348093
1589,WEU,Western Europe,IT,Italy,353567895.0,3.375,3.9,3.0,2.881,7593.0,11597.0,19.68358609275073,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,15,Manufacture of leather and related products of other materials,1.0,3.0,Good Health and Wellbeing,-0.1738248170752553,-0.1649939497686486,-0.1173372124424942,-0.12892156915537,-0.4603608553077938,-0.2118014103475783,-0.937129047378168,-0.7670077645274744,-3.121822883997869,4.152285990900141,1,-0.1,1,1378914790.5,1018629105.495,11.7,8.642999999999999,2.691973307029712e-05,8.935113740791747,9.358587948436384,4.679293974218192,4.679293974218192,8.134111131229867,1.6641820628839708e-05,3.315925925925926,1378914790.5,1018629105.4949999,11.235899999999999,9.781,-4.679317676659098e-06,-4274814729.680653,-0.550444312197529
1594,WEU,Western Europe,NL,Netherlands,857000000.0,2.741,3.484,1.765,2.571,1683.0,13541.0,20.56894847772892,Operation,MTH002,-0.1,-0.1,Q,Education,86,Human health activities,1.0,3.0,Good Health and Wellbeing,-0.096180654550203,-0.1980924987505,-0.1871355032863524,-0.5323895459756419,-0.1959605297945214,-0.8228773070538269,2.646018514409333,-0.2960054273804793,0.2643134412792402,0.5983653199405953,1,-0.1,1,2985788000.0,2203347000.0,6.14926,4.537815,2.870823443040889e-05,7.428927194802272,9.51355124604559,8.71556534091598,8.721439305625983,8.69614039755072,2.2134828802156627e-05,3.276884615384615,2985788000.0,2203347000.0,8.957364,7.82,-2.7611767784974012e-06,-3771382624.680654,0.280699007228511
1609,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,6253400000.0,3.329,3.836,2.92,2.905,95262.0,4562.0,22.556391152940275,Other,ENVIB010,-0.1,-0.1,G,Wholesale And Retail Trade,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1798940512373616,-0.1679593291888424,-0.073937230028639,-0.0810987995256924,-0.2091554687526555,-0.0404432342690094,-0.1301979619643005,0.1166665868419014,-0.1299074315430291,-0.2058430391516997,1,-0.1,1,23988042400.0,18166127000.0,11.20112,8.4826,9.190606958410844e-06,11.46439676661563,8.425735580927402,8.425735580927402,8.425735580927402,7.839892076213068,9.367221878971305e-06,3.5126612903225807,23988042400.0,18166127000.0,11.143579999999998,9.661,-1.6533355190788125e-06,1625017375.319346,-0.44212587532091663
1615,WEU,Western Europe,FR,France,2820000000.0,2.942,2.899,2.841,3.138,1900.0,30900.0,21.760002722251045,Operation,J.58.101.B,-0.25,-0.25,N,"Professional, Scientific And Technical Activities",80,Investigation and security activities,0.648792614,3.0,Good Health and Wellbeing,-0.2117719308303836,-0.1791803916203439,-0.105041374071099,-0.0977545189902399,-0.2874047633763015,-0.0960585526139483,-0.2458135693388406,0.0282244519767091,-0.1405334409409394,-0.2296913570784558,2,-0.25,1,8175180000.0,8849160000.0,8.236059000000001,8.915058,1.4630044194219064e-05,7.550135342488429,10.33854382482173,9.728775722934634,10.33854382482173,8.555753572198892,8.915957793295588e-06,3.3401162790697674,8175180000.0,8849160000.0,9.097062,8.878,-3.0982327071436144e-06,-1808382624.6806545,0.425813722248468
1618,WEU,Western Europe,DE,Germany,1540000000.0,2.843,3.9,1.9,2.071,112.0,3.0,21.1550482540213,Operation,MTH002,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.2020996221309397,-0.2020996988328295,-0.1502649496717048,-0.3313565779430995,-0.2998400207480256,-0.4816221433023002,1.2219606457097376,-0.2329155369991831,-0.2275543301989229,-0.1926857055512954,1,-0.1,1,6006000000.0,3189340000.0000005,7.409999999999999,3.9349,1.1990447633649742e-05,4.727387818712341,1.3862943611198906,8.692736115246955,8.480201539915154,8.381460508005716,1.0678389188116252e-05,3.234346153846154,6006000000.0,3189340000.0000005,8.0769,7.871,-2.423264935941433e-06,-3088382624.6806526,-0.1010759504116301
1637,WEU,Western Europe,FR,France,1160000000.0,2.97,3.0,3.0,2.881,3389.0,1220.0,20.87168584292675,Transportation,M.70.5.P,0.25,0.25,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,1.0,12.0,Responsible Consumption and Production,-0.2190725833036139,-0.2993190477117184,-0.2531205313122146,0.1616844702243845,-0.4988391034766935,-0.3232221324959324,-0.2050292346993344,-0.443214923798827,1.444444052583138,-0.3979212747709634,2,0.075,1,3480000000.0,3341959999.9999995,9.0,8.642999999999999,1.4630044194219064e-05,8.128585200374497,7.107425474110705,7.638885374683636,7.745474273970921,8.555753572198892,8.915957793295588e-06,3.3401162790697674,3480000000.0,3341959999.9999995,8.642999999999999,8.881,-3.2050415754736087e-06,-3468382624.680654,0.2976505758286795
1639,WEU,Western Europe,ES,Spain,1439919000.0,3.832,3.595,4.9,2.976,4992.0,59700.0,21.08785269964672,Other,ENVIB010,-0.1,-0.1,R,Human Health And Social Work Activities,92,Gambling and betting activities,1.0,3.0,Good Health and Wellbeing,-0.1772642120083365,-0.1654317904336846,-0.0815632109969157,-0.0469448469812878,-0.2157441595209018,-0.053436970358757,-0.1747172955115111,0.0743242651404355,-0.13173748275236,-0.1841317081051691,1,-0.1,1,5176508805.0,4285198944.0,17.6155,14.582400000000002,1.0041005413315722e-05,8.51579221050061,10.997104049659168,8.000384769155028,8.666302614004078,7.863797924974199,1.3146993856228642e-05,3.476777777777778,5176508805.0,4285198944.0,10.69872,11.471,-1.7799109123628525e-06,-3188463624.6806526,-0.8959436025977642
1644,WEU,Western Europe,CH,Switzerland,2000000000.0,3.445,4.067,2.6,3.338,190865.0,155446.0,21.41641301800636,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,3.0,Good Health and Wellbeing,-0.1292209714998988,-0.0588249862110986,-0.1330587678184049,-0.2242079399675824,-0.0434914597081004,-0.0705133708190659,-0.1216459936173267,0.1115193765404112,-0.2741815124568126,-0.2406238726585362,1,-0.1,1,8134000000.0,6676000000.0,10.5742,8.6788,2.0149717750949244e-05,12.159326890132265,11.95406011649077,10.30932552506939,10.996263838148824,9.98588701143524,2.7877250984962903e-05,3.8184285714285715,8134000000.0,6676000000.0,13.575646,10.004999999999999,-2.6037661032264173e-06,-2628382624.6806545,-0.61456995214507
1645,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,535412000.0,2.992,3.1,3.0,2.786,21.0,44.0,20.098547103816124,Operation,MTH002,-0.1,-0.1,J,Information and communication,62,"Computer programming, consultancy and related activities",1.0,9.0,"Industry, Innovation and Infrastructure",-0.1608745289169817,-0.1667006445809759,-0.0851835860757423,-0.1030855657943609,-0.2833444657241638,-0.0577918384387305,-0.1791272556499838,0.1633901123737028,-0.0378477281447858,-0.4650781294849642,1,-0.1,1,1659777200.0,1491657832.0,9.3,8.358,9.190606958410844e-06,3.091042453358316,3.80666248977032,7.326217478249711,7.869793956908094,7.839892076213068,9.367221878971305e-06,3.5126612903225807,1659777200.0,1491657832.0,8.6366,8.886,-1.4785345648954785e-06,-4092970624.6806545,0.21079522013654897
1647,NAM,Northern America,US,United States of America,29000000000.0,3.366,4.545,2.953,1.738,129340.0,16734.0,24.090561666967368,Operation,MTH002,-0.1,-0.1,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",1.0,3.0,Good Health and Wellbeing,-0.1537639207025958,-0.0962956455353956,-0.0825024776649085,-0.0611075225338609,-0.1761238535091131,-0.102077041231913,-0.2902503895614745,-0.2697662296926795,-0.2413812552034629,0.4254745445211471,1,-0.1,1,131805000000.0,50402000000.0,13.421385,5.132314,4.5487802618851305e-05,11.770207606530924,9.725257613645429,10.162381178741452,10.589735991404917,9.558663510576434,1.3481632512183627e-05,3.565965986394558,131805000000.0,50402000000.0,7.89921,9.235999999999999,-6.9943828748203826e-06,24371617375.319347,-0.9072289286076106
1650,WEU,Western Europe,FR,France,1770000000.0,3.137,4.0,2.332,2.548,19731.0,36015.0,21.29424538409712,Other,ENVIB010,-0.1,-0.1,M,"Professional, scientific and technical activities",75,Veterinary activities,0.5,2.0,Zero Hunger,-0.1972237145884645,-0.2372480422985024,-0.1829272371265383,-0.4052852138686675,-0.4366099458538069,-0.6284809690224328,1.578922796411616,-0.2918528786566914,-0.3891252596396511,-0.3638593729280016,2,-0.1,1,7080000000.0,4509960000.0,9.328,5.941936,1.4630044194219064e-05,9.88999696235363,10.491718563146511,9.543491644991452,9.543491644991452,8.555753572198892,8.915957793295588e-06,3.3401162790697674,7080000000.0,4509960000.0,10.192,8.879999999999999,-2.8853916605772828e-06,-2858382624.6806526,-0.38457642540937453
1655,WEU,Western Europe,LU,Luxembourg,504771299.0,2.559,2.891,2.189,2.405,348.0,1608.0,20.039616013375333,Operation,MTH001,-0.25,-0.25,J,Information and communication,63,Information service activities,0.562946718,9.0,"Industry, Innovation and Infrastructure",-0.1958211254647564,-0.235644985033959,-0.1404005171865898,-0.1684073415439685,-0.5340458678764539,0.1072271585247081,-0.3915341110778588,0.235186923829314,0.058296016028066,-0.6819662404745057,2,-0.25,1,1459293825.409,1213974974.0949998,6.328399,5.264545,3.3218989110173384e-05,5.855071922202427,7.383368146992383,8.812584040680367,9.272512507066661,8.861578561657744,1.9547900433311356e-05,3.3801666666666663,1459293825.409,1213974974.0949998,6.952855,7.484999999999999,-6.504979834355639e-06,-4123611325.6806536,0.7127534780284498
1658,WEU,Western Europe,FR,France,10368400000.0,2.441,2.507,1.935,2.929,24264.0,51841.0,23.062028556155493,Operation,MTH002,-0.1,-0.1,J,Information and communication,61,Telecommunications,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1122858332852737,-0.1128802255283567,-0.0325536421480019,-0.0525562522043147,-0.150824262637837,-0.0190141319591883,-0.1435852824924904,0.0144278019593219,0.1303963870415138,-0.1567845365653566,1,-0.1,1,25993578800.0,30369043600.0,4.851045,5.667615,1.4630044194219064e-05,10.096790261839317,10.855955910528872,7.153019837360215,8.058960017769417,8.555753572198892,8.915957793295588e-06,3.3401162790697674,25993578800.0,30369043600.0,7.3430029999999995,7.371,-1.642746703348268e-06,5740017375.3193445,1.144723302408067
1665,WEU,Western Europe,SE,Sweden,1040000000.0,2.743,2.948,3.053,2.0,354.0,93.0,20.76248655106123,Operation,MTH002,-0.1,-0.1,J,Information and communication,62,"Computer programming, consultancy and related activities",0.803451582,9.0,"Industry, Innovation and Infrastructure",-0.2277579387916212,-0.2677974479048637,-0.1664018818095249,-0.1140433167121308,-0.5053929028473592,-0.1477870857321956,-0.3017764162574006,0.1536698875110058,0.2459193606151863,-0.7899036466099841,4,-0.0745685525,1,3065920000.0,2080000000.0,9.000244,6.106,1.0694268470598077e-06,5.872117789475416,4.543294782270004,7.326217478249711,7.869793956908094,7.401859980392121,4.0203112473878347e-07,3.319125,3065920000.0,2080000000.0,5.896,8.001,-2.435704543747641e-07,-3588382624.6806507,0.4173175415440936
1672,WEU,Western Europe,SE,Sweden,49800000000.0,2.789,3.25,2.596,2.19,4200.0,1852.0,24.63128082099709,Operation,MTH002,-0.141,-0.141,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,9.0,"Industry, Innovation and Infrastructure",-0.1500908437845649,-0.1400270798588175,-0.1440841601645964,-0.2271920659278601,-0.0748224649506281,-0.0719684666196038,-0.157951291367082,0.1671356915992951,-0.2606180627261344,-0.3418663983881341,1,-0.141,1,161850000000.0,109062000000.0,8.437000000000001,5.68524,1.0694268470598077e-06,8.343077871169383,7.52456122628536,8.13810958837859,8.258681496264236,7.401859980392121,4.0203112473878347e-07,3.319125,161850000000.0,109062000000.0,7.1175,8.036,-1.6051117784107336e-07,45171617375.31934,0.46607995912901334
1696,WEU,Western Europe,FI,Finland,2063500000.0,2.651,3.543,1.975,1.857,2096.0,2143.0,21.447669407641524,Operation,MTH002,-0.1,-0.1,Q,Education,86,Human health activities,1.0,3.0,Good Health and Wellbeing,-0.096180654550203,-0.1980924987505,-0.1871355032863524,-0.5323895459756419,-0.1959605297945214,-0.8228773070538269,2.646018514409333,-0.2960054273804793,0.2643134412792402,0.5983653199405953,1,-0.1,1,7310980500.0,3831919500.0,6.997425000000001,3.667575,9.665055978216193e-06,7.64826303090192,7.670428522190693,8.71556534091598,8.721439305625983,8.51306493556744,5.71078431372549e-06,3.235666666666667,7310980500.0,3831919500.0,6.579351,7.375000000000001,-9.295914102491859e-07,-2564882624.680651,0.2330136442345432
1710,WEU,Western Europe,FR,France,1520000000.0,3.157,3.548,2.878,2.786,33357.0,21636.0,21.14197617246249,Operation,MTH002,-0.2,-0.2,C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.333333333,3.0,Good Health and Wellbeing,-0.339002213676293,0.6825937400654468,0.1118916303478802,-0.2949745829379048,-0.1152595943360463,-0.1195264575695461,-0.5288866403532853,0.0096611176227694,-0.5776243939572392,-0.911817886800466,6,-0.15,1,5392960000.0,4234720000.0,10.211144,8.018108,1.4630044194219064e-05,10.415052902637118,9.98216009118743,10.04675700102856,10.415457241917114,8.555753572198892,8.915957793295588e-06,3.3401162790697674,5392960000.0,4234720000.0,9.884728,9.212,-4.959617368022261e-06,-3108382624.680653,-0.16542463241065694
1711,WEU,Western Europe,FR,France,3331900000.0,2.886,3.695,2.948,1.357,106232.0,144872.0,21.926808549095966,Operation,MTH002,-0.1,-0.1,C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.03030303,3.0,Good Health and Wellbeing,-0.2214997394335612,0.0292647904699291,-0.4252353221677668,-1.181754396913911,3.4308683263276065,0.5406144817939406,-0.0241218465369324,-0.236532984301028,0.3250746806257921,0.4277564188692331,6,-0.2924242425,1,12311370500.0,4521388300.0,10.89286,4.000436,1.4630044194219064e-05,11.573390073985298,11.88361277554245,10.04675700102856,10.415457241917114,8.555753572198892,8.915957793295588e-06,3.3401162790697674,12311370500.0,4521388300.0,5.014114999999999,8.0,-3.2405509769210073e-06,-1296482624.680649,-0.17494840341618095
1722,WEU,Western Europe,IT,Italy,355000000.0,3.244,4.0,2.471,2.81,5242.0,8772.0,19.687628350256592,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,0.101442741,3.0,Good Health and Wellbeing,-0.1947066120505455,-0.1875655192684938,-0.1485195074223616,-0.3204871264124463,-0.2738353200647299,-0.4399181425724556,1.0856615053906005,-0.1979751152736288,-0.2322843193722699,-0.19754868462117,2,-0.1,1,1420000000.0,997550000.0,9.884,6.943510000000001,2.691973307029712e-05,8.564649132572534,9.079434102128385,10.30932552506939,10.996263838148824,8.134111131229867,1.6641820628839708e-05,3.315925925925926,1420000000.0,997550000.0,11.24,9.281,-5.2414500234225816e-06,-4273382624.680654,-0.4626635824419399
1735,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,756321000.0,3.073,3.807,2.112,2.905,71077.0,0.0,20.443976448522186,Operation,I.55.06.B,-0.080980695,-0.080980695,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.096878177,3.0,Good Health and Wellbeing,-0.4473140240606135,-0.6289882823609902,-1.2734322012314203,11.975831878029451,2.516816314884922,-0.0035358707782886,2.1283106836369976,0.4671943361736168,-0.6956327414287289,0.0880365524471079,5,-0.080980695,1,2879314047.0,2197112505.0,8.040384,6.13536,9.190606958410844e-06,11.171533144562654,0.0,7.638885374683636,7.745474273970921,7.839892076213068,9.367221878971305e-06,3.5126612903225807,2879314047.0,2197112505.0,11.059334999999999,8.824,-4.11108738212623e-06,-3872061624.6806545,-0.17102466105661318
1744,WEU,Western Europe,FR,France,3620000000.0,1.553,1.079,2.011,1.857,104501.0,15900.0,22.00973986306033,Operation,MTH002,-0.1,-0.1,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",0.97465,11.0,Sustainable Cities and Communities,-0.1633843475336773,-0.1219454739081206,-0.0216692978314773,-0.0918680032766104,-0.2137297866748844,-0.0906033701694211,-0.3438662844014183,-0.067059217889117,-0.2467655872672799,-0.3080149335258035,4,-0.1,1,3905980000.0,6722340000.0,2.1698690000000003,3.734427,1.4630044194219064e-05,11.55696148895984,9.674137279312395,9.878645376295326,10.00250724868624,8.555753572198892,8.915957793295588e-06,3.3401162790697674,3905980000.0,6722340000.0,2.003703,4.947,-2.3903202250613453e-06,-1008382624.6806532,2.5403547505760518
1747,NAM,Northern America,US,United States of America,2997800000.0,3.007,4.0,1.8,2.667,22544.0,29690.0,21.82114452359435,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,3.0,Good Health and Wellbeing,-0.1292209714998988,-0.0588249862110986,-0.1330587678184049,-0.2242079399675824,-0.0434914597081004,-0.0705133708190659,-0.1216459936173267,0.1115193765404112,-0.2741815124568126,-0.2406238726585362,1,-0.1,1,11991200000.0,7995132599.999999,7.2,4.8006,4.5487802618851305e-05,10.023268590855183,10.2985992485648,10.30932552506939,10.996263838148824,9.558663510576434,1.3481632512183627e-05,3.565965986394558,11991200000.0,7995132599.999999,10.668,8.466999999999999,-5.877978045803607e-06,-1630582624.6806538,-0.21605338358386164
1748,NAM,Northern America,US,United States of America,1400000000.0,3.119,3.9,3.0,1.857,19758.0,90611.0,21.05973807428191,Operation,MTH002,-0.1,-0.1,I,Accommodation And Food Service Activities,55,Accommodation,1.0,9.0,"Industry, Innovation and Infrastructure",-0.2477096924261609,-0.3021283490386175,-0.511588156308952,4.490464666412524,0.93403184092149,0.0220976581748257,0.6862292892913916,0.1489092420085093,-0.2601414780261863,0.0685287810370896,1,-0.1,1,5460000000.0,2599800000.0,11.7,5.571,4.5487802618851305e-05,9.891364362733816,11.414341933591428,11.467454821592321,11.515295420396779,9.558663510576434,1.3481632512183627e-05,3.565965986394558,5460000000.0,2599800000.0,7.2423,8.757,-1.1267769595857572e-05,-3228382624.6806498,-0.4428866713151687
1750,NAM,Northern America,US,United States of America,5510000000.0,2.994,3.875,2.56,1.929,631252.0,862769.0,22.429830460292724,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,22,Manufacture of rubber and plastic products,0.5,2.0,Zero Hunger,-0.1818048655474478,-0.0603929982539701,-0.1891209421794141,-0.474742027539681,0.9553645372398084,0.0982144017732255,-0.1581316028892114,-0.1170640533077194,-0.1331340000093963,-0.2051354587312889,2,-0.1,1,21351250000.0,10628790000.0,9.92,4.93824,4.5487802618851305e-05,13.35546201203566,13.667903422378028,11.576033777882154,11.470181003859555,9.558663510576434,1.3481632512183627e-05,3.565965986394558,21351250000.0,10628790000.0,7.474875,8.364,-8.269903839169105e-06,881617375.3193489,-0.26464200752969247
1757,NAM,Northern America,US,United States of America,4183800000.0,2.902,3.086,2.9,2.571,254.0,584.0,22.15448576165831,Operation,J.58.20.P,0.085971309,0.085971309,J,Information and communication,58,Publishing activities,0.429856544,16.0,"Peace, Justice and Strong Institutions",-0.171698732132479,-0.1870713195945365,-0.0988525412034174,-0.1032157506019255,-0.2785651770320627,-0.065361182055533,-0.1853428659751304,0.2859080387431544,0.0563453889991764,-0.4147899557484688,3,0.085971309,1,12911206800.0,10756549800.0,8.949399999999999,7.455900000000001,4.5487802618851305e-05,5.541263545158426,6.371611847231857,7.575414016329099,8.123854263105914,9.558663510576434,1.3481632512183627e-05,3.565965986394558,12911206800.0,10756549800.0,7.934106,8.557,-7.810198037149227e-06,-444582624.68065333,0.2936117733148534
1762,NAM,Northern America,US,United States of America,4440000000.0,3.059,3.9,2.439,2.286,175807.0,302607.0,22.21392021361577,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.5,3.0,Good Health and Wellbeing,-0.3025810092691456,-0.4011811121234665,-0.3406751944776501,-0.7858939211102226,-0.8135271195156834,-1.2462486588555792,3.1906564179179804,-0.6108001204457254,-0.7498308835376054,-0.683356809169464,4,-0.1,1,17316000000.0,10149840000.0,9.5121,5.575554,4.5487802618851305e-05,12.077147769454946,12.620193517528236,8.692736115246955,8.480201539915154,9.558663510576434,1.3481632512183627e-05,3.565965986394558,17316000000.0,10149840000.0,8.9154,8.625,-1.3763745225847713e-05,-188382624.68065226,-0.28859872259585473
1766,NAM,Northern America,US,United States of America,782009000.0,2.996,3.75,2.0,2.833,1590.0,10254.0,20.47737680867352,Manufacturing,C.32.1.P,0.25,0.25,Q,Education,86,Human health activities,1.0,3.0,Good Health and Wellbeing,-0.096180654550203,-0.1980924987505,-0.1871355032863524,-0.5323895459756419,-0.1959605297945214,-0.8228773070538269,2.646018514409333,-0.2960054273804793,0.2643134412792402,0.5983653199405953,1,0.25,1,2932533750.0,2215431497.0,7.5,5.666,4.5487802618851305e-05,7.372118028337787,9.235520670506482,8.71556534091598,8.721439305625983,9.558663510576434,1.3481632512183627e-05,3.565965986394558,2932533750.0,2215431497.0,10.623750000000001,8.583,-4.375046629931557e-06,-3846373624.6806536,-0.07321568270792328
