entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,nace_level_1_code,nace_level_1_name,nace_level_2_code,nace_level_2_name,revenue_pct,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_activities,avg_env_score_adjustment,has_activity,revenue_x_environmental_score,revenue_x_governance_score,E_x_S,S_x_G,country_ts2_per_revenue,target_scope_1_log,target_scope_2_log
1054,WEU,Western Europe,FR,France,1250000000.0,2.885,3.46,1.984,2.929,1375.0,2510.0,20.94640938906062,Operation,X.XX.3.B,-0.25,-0.25,P,Public Administration And Defence; Compulsory Social Security,85,Education,1.0,4.0,Quality Education,-0.2149677471239052,-0.2259665433213106,-0.1394688761671585,-0.2205707260022191,-0.6118308051191486,-0.0693233900379223,-0.1272758057887855,3.693284641452824,1.2484969011666476,1.7553436217546925,1,-0.25,1,4325000000.0,3661250000.0,6.86464,5.811135999999999,1.4630044194219064e-05,7.226936018493289,7.828436359157585
2193,NAM,Northern America,US,United States of America,3010000000.0,3.526,4.739,3.0,1.976,14499.0,780.0,21.825205916039423,Operation,MTH002,-0.1,-0.1,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",1.0,3.0,Good Health and Wellbeing,-0.086273809023907,-0.1187280886232117,-0.0910926895185455,-0.1194128501752239,0.1838897953957521,0.0720298421954589,-0.3048374875068817,0.2549723975744274,-0.12762689197334,-0.4096513762870841,1,-0.1,1,14264390000.0,5947760000.0,14.217,5.928,4.5487802618851305e-05,9.581903928408666,6.660575149839686
1696,WEU,Western Europe,FI,Finland,2063500000.0,2.651,3.543,1.975,1.857,2096.0,2143.0,21.447669407641524,Operation,MTH002,-0.1,-0.1,Q,Education,86,Human health activities,1.0,3.0,Good Health and Wellbeing,-0.096180654550203,-0.1980924987505,-0.1871355032863524,-0.5323895459756419,-0.1959605297945214,-0.8228773070538269,2.646018514409333,-0.2960054273804793,0.2643134412792402,0.5983653199405953,1,-0.1,1,7310980500.0,3831919500.0,6.997425000000001,3.667575,9.665055978216193e-06,7.64826303090192,7.670428522190693
1129,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1041090000.0,3.119,3.714,1.988,3.405,11057.0,14914.0,20.76353407913414,Other,ENVIB010,-0.1,-0.1,P,Public Administration And Defence; Compulsory Social Security,85,Education,1.0,4.0,Quality Education,-0.2149677471239029,-0.2259665433213089,-0.1394688761671604,-0.2205707260022215,-0.61183080511915,-0.0693233900379202,-0.12727580578879,3.693284641452836,1.2484969011666471,1.7553436217546914,1,-0.1,1,3866608260.0,3544911450.0,7.383432,6.769139999999999,9.190606958410844e-06,9.310909426897878,9.61012269694885
1929,NAM,Northern America,US,United States of America,7940000000.0,3.381,4.508,3.198,1.571,51376.0,87920.0,22.7951791123314,Operation,MTH002,-0.1,-0.1,C,Manufacturing,32,Other manufacturing,0.159907641,3.0,Good Health and Wellbeing,0.1101926396759797,0.3186920047097178,-0.1665357472742054,-0.1943996402653907,0.3134757580573079,-0.1505603773409255,-0.1396450602194637,-0.6197773091362014,0.1708115105465455,0.6221686272476047,6,-0.1,1,35793520000.0,12473740000.0,14.416584,5.024058,4.5487802618851305e-05,10.846945880481194,11.384193962989162
3753,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,51219000.0,3.224,3.699,2.974,2.667,82.0,1959.0,17.751621134445486,Operation,MTH002,-0.1,-0.1,J,Information and communication,58,Publishing activities,0.102717763,3.0,Good Health and Wellbeing,-0.2943331627477324,-0.2498278982423019,-0.2402900067774991,-0.3802300859931894,-0.5620968667015365,-0.0235339333633331,-0.828801129062755,0.2620747546314194,-0.8119753130403567,-1.804265401234682,2,-0.1,1,189459081.0,136601073.0,11.000826,7.931658,9.190606958410844e-06,4.418840607796598,7.580699752224563
3591,NAM,Northern America,US,United States of America,2628800000.0,2.746,2.95,2.783,2.333,180.0,15590.0,21.68979330562768,Operation,J.58.20.P,0.1,0.1,J,Information and communication,58,Publishing activities,1.0,8.0,Decent Work and Economic Growth,-0.2837725130686633,-0.3420613653607706,-0.173561017264543,-0.2940994137073343,-0.4874216063632307,-0.0688276669186115,-0.3936613100830345,1.1121781109299915,-0.0958560784199547,-0.811038813750285,2,-0.075,1,7754960000.0,6132990400.000001,8.20985,6.492739,4.5487802618851305e-05,5.198497031265826,9.654449103676551
1511,WEU,Western Europe,PT,Portugal,715595511.0,3.054,3.504,2.799,2.548,21603.0,6759.0,20.388625637919027,Operation,MTH002,-0.1,-0.1,C,Manufacturing,20,Manufacture of chemicals and chemical products,1.0,3.0,Good Health and Wellbeing,-0.1292209714998988,-0.0588249862110986,-0.1330587678184049,-0.2242079399675824,-0.0434914597081004,-0.0705133708190659,-0.1216459936173267,0.1115193765404112,-0.2741815124568126,-0.2406238726585362,1,-0.1,1,2507446670.544,1823337362.028,9.807696,7.131852,1.1995906463362357e-05,9.98063376171278,8.81877816903701
1782,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,352806000.0,2.988,3.9,1.75,2.833,60.0,0.0,19.68142889158944,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.2020996221309397,-0.2020996988328295,-0.1502649496717048,-0.3313565779430995,-0.2998400207480256,-0.4816221433023002,1.2219606457097376,-0.2329155369991831,-0.2275543301989229,-0.1926857055512954,1,-0.1,1,1375943400.0,999499398.0,6.825,4.957750000000001,9.190606958410844e-06,4.110873864173311,0.0
1443,WEU,Western Europe,IT,Italy,435361000.0,2.861,3.0,2.953,2.5,666.0,369.0,19.89168613224317,End-use,C.14.34.P,-0.014515808,-0.014515808,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",0.772508958,3.0,Good Health and Wellbeing,-0.1959736101033636,-0.1930183562649209,-0.1072602873547931,-0.1359188626443716,-0.358667793266551,0.1664128046764287,-0.2193161689481816,0.1447197635354534,-0.2378976795623648,-0.5910329612461224,2,-0.014515808,1,1306083000.0,1088402500.0,8.859,7.382499999999999,2.691973307029712e-05,6.502790045915623,5.91350300563827
4188,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1216795000.0,2.821,3.565,2.43,1.952,79.0,1663.0,20.91948619058402,Operation,MTH002,-0.1,-0.1,K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",1.0,3.0,Good Health and Wellbeing,-0.2058685361145991,-0.1788610160902705,-0.1384153268770195,-0.3118133939467222,0.3962138099839031,0.0600532871831936,-0.1011611428918533,0.0636249473487659,-0.0803237734329716,-0.1514883264564575,1,-0.1,1,4337874175.0,2375183840.0,8.66295,4.74336,9.190606958410844e-06,4.382026634673881,7.416979621381154
1798,NAM,Northern America,US,United States of America,16100000000.0,2.739,3.216,2.639,2.0,29072.0,22926.0,23.50208510899894,Operation,MTH002,-0.1,-0.1,M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,0.87,11.0,Sustainable Cities and Communities,-0.2352756731799115,-0.2214102661175103,1.8360075177175408,-0.0610728061081246,-0.1198959868006392,-0.184693990264772,0.2737816102207005,-0.1187316701743847,-0.1354249522928586,-0.1204743388661357,4,-0.1,1,51777600000.0,32200000000.0,8.487024,5.278,4.5487802618851305e-05,10.27756518740266,10.040070534322664
2790,NAM,Northern America,US,United States of America,30300000000.0,3.02,3.8,2.94,1.714,344074.0,137440.0,24.13441354949473,Operation,MTH002,-0.1,-0.1,G,Wholesale And Retail Trade,47,Retail trade,0.0849,2.0,Zero Hunger,-0.0516811445395488,-0.1286262647559997,-0.1321798134850131,-0.2074081597806362,-0.0734336302689633,-0.0654915834542451,-0.1486158090159387,0.1543005285689065,-0.2413987842563125,-0.3142651922311473,2,-0.1,1,115140000000.0,51934200000.0,11.172,5.03916,4.5487802618851305e-05,12.748614935847732,11.830950013093824
3592,NAM,Northern America,US,United States of America,6362900000.0,3.649,3.775,4.857,1.943,64080.0,215068.0,22.57375008537344,Operation,L.68.7.B,-0.093612137,-0.093612137,A,"Agriculture, Forestry And Fishing",1,"Crop and animal production, hunting and related service activities",0.063878628,2.0,Zero Hunger,-0.1789984260820728,-0.1696426443043651,-0.0982899360669838,0.1337298834182391,-0.1654501328698073,-0.0495820213434102,-0.1369266208429433,0.0798954562304416,-0.1390513782544998,-0.1767791140132003,3,-0.093612137,1,24019947500.0,12363114700.0,18.335175,9.437151,4.5487802618851305e-05,11.06790318711361,12.278714185855266
4192,WEU,Western Europe,IT,Italy,797200000.0,3.407,3.725,2.99,3.333,7.6,2549.4,20.496616147557305,Other,ENVIB025,-0.25,-0.25,G,Wholesale And Retail Trade,47,Retail trade,1.0,9.0,"Industry, Innovation and Infrastructure",1.0090340000907745,-0.0057418607443562,-0.0038680626430028,0.0058339193162397,-0.0584639881347872,0.0043199098863886,-0.0479927242158049,0.015955915034057,-0.0342425801605073,-0.0167638523694432,1,-0.25,1,2969570000.0,2657067600.0,11.13775,9.96567,2.691973307029712e-05,2.151762203259462,7.844005488595896
1869,NAM,Northern America,US,United States of America,10043408000.0,3.404,4.612,3.0,1.714,51703.0,39724.0,23.03018233594316,Operation,MTH002,-0.1,-0.1,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",1.0,3.0,Good Health and Wellbeing,-0.1537639207025958,-0.0962956455353956,-0.0825024776649085,-0.0611075225338609,-0.1761238535091131,-0.102077041231913,-0.2902503895614745,-0.2697662296926795,-0.2413812552034629,0.4254745445211471,1,-0.1,1,46320197696.0,17214401312.0,13.836,5.142,4.5487802618851305e-05,10.853290426942731,10.589735991404917
3438,NAM,Northern America,US,United States of America,1680000000.0,2.861,2.905,2.837,2.81,804.0,2456.0,21.242059630956817,End-use,M.74.2.B,-0.095417895,-0.095417895,K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,0.954178951,3.0,Good Health and Wellbeing,-0.2072249337514716,-0.2074530819780508,-0.1111566928704168,-0.1479689697409022,-0.3388446212282255,0.1733585009168353,-0.2032930321379033,0.2548504453079502,-0.1872771212672394,-0.4721949582603393,2,-0.095417895,1,4880400000.0,4720800000.0,8.241485,7.971970000000001,4.5487802618851305e-05,6.690842277418564,7.806696372521179
1263,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,28300000000.0,3.553,4.709,3.153,1.952,44840.0,311882.0,24.06612764163094,End-use,H.49.6.B,-0.078800187,-0.078800187,G,Wholesale And Retail Trade,47,Retail trade,0.949929909,12.0,Responsible Consumption and Production,0.9512727938424969,-0.0142339347496592,-0.0112537401566788,0.054823453211896,-0.0521979234809251,0.0025804456305399,-0.0415625974046071,0.0215125868207116,-0.0437381554454279,-0.0239943977787026,2,-0.078800187,1,133264699999.99998,55241600000.0,14.847477,6.154656,9.190606958410844e-06,10.710878178453925,12.650383396461535
2807,WEU,Western Europe,MT,Malta,435800000.0,4.006,4.699,3.309,3.595,84709.0,1537.0,19.892693982769423,Transportation,H.50.73.B,-0.082491969,-0.082491969,N,"Professional, Scientific And Technical Activities",79,"Travel agency, tour operator and other reservation service and related activities",0.175080312,4.0,Quality Education,-0.221680543796178,-0.2836104883394523,-0.3751753428880303,2.4824213143403813,0.9656580618240852,0.4540233788915686,0.3430085653457417,0.6323478039479782,-0.494754861138605,-0.3609011829023497,2,-0.082491969,1,2047824200.0,1566701000.0,15.548991,11.895855,3.5268471776044056e-06,11.346988937425596,7.338238150065589
3705,WEU,Western Europe,BE,Belgium,2854600000.0,2.252,2.265,2.267,2.214,8072.0,1389.0,21.77219756551025,Operation,MTH001,-0.301023269,-0.301023269,C,Manufacturing,26,"Manufacture of computer, electronic and optical products",0.061115784,9.0,"Industry, Innovation and Infrastructure",0.0076946314091488,-0.1069606025517326,-0.0336914037408925,-0.0598419187306641,-0.1499517374239299,-0.0289522940173733,-0.1184674418307758,0.0129629297478499,0.1299246002462552,-0.1572688650479727,2,-0.301023269,1,6465669000.0,6320084400.0,5.134755,5.019138,2.31221934781612e-06,8.996280439395015,7.237059026124737
1575,NAM,Northern America,US,United States of America,6967200000.0,2.845,3.834,2.362,1.643,26095.0,28933.0,22.66447925948633,Other,ENVIB010,-0.3,-0.3,C,Manufacturing,32,Other manufacturing,0.226531635,3.0,Good Health and Wellbeing,-0.1350864222775302,-0.0495089504215383,-0.1562335559341202,-0.3172975989360327,0.3793635192725439,0.0116350972271166,-0.0968129140157584,0.0613043052351878,-0.1698480378093663,-0.1305038510633921,2,-0.3,1,26712244800.0,11447109600.0,9.055908,3.880766,4.5487802618851305e-05,10.169537324860794,10.272772653189536
10184,WEU,Western Europe,IT,Italy,879900000.0,3.446,3.9,3.85,2.143,44644.49,19807.5,20.595318823752283,Other,ENVIB010,-0.2,-0.2,C,Manufacturing,10,Manufacture of food products,1.0,3.0,Good Health and Wellbeing,-0.156211375269386,-0.1573218880558126,-0.0768784869260623,-0.0274860844882202,-0.1825608191895309,-0.0366448139260119,-0.1239903977068158,0.1151474571327065,-0.1267367847435618,-0.2216835655288108,1,-0.2,1,3431610000.0,1885625700.0,15.015,8.250549999999999,2.691973307029712e-05,10.706508573364264,9.893866417492074
1735,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,756321000.0,3.073,3.807,2.112,2.905,71077.0,0.0,20.443976448522186,Operation,I.55.06.B,-0.080980695,-0.080980695,M,"Professional, scientific and technical activities",70,Activities of head offices and management consultancy,0.096878177,3.0,Good Health and Wellbeing,-0.4473140240606135,-0.6289882823609902,-1.2734322012314203,11.975831878029451,2.516816314884922,-0.0035358707782886,2.1283106836369976,0.4671943361736168,-0.6956327414287289,0.0880365524471079,5,-0.080980695,1,2879314047.0,2197112505.0,8.040384,6.13536,9.190606958410844e-06,11.171533144562654,0.0
3337,NAM,Northern America,US,United States of America,5636523000.0,3.185,3.8,3.25,2.0,39516.0,66078.0,22.452533223164387,End-use,C.14.34.P,0.25,0.25,C,Manufacturing,14,Manufacture of wearing apparel,1.0,11.0,Sustainable Cities and Communities,4.308671320373952,0.1597593736686715,0.0608664048328371,0.1214890396213585,-0.2062604049756691,0.0731347320575596,-0.2035784637990312,0.039005232853237,-0.1688081418515227,0.0238632936295749,3,0.0166666666666666,1,21418787400.0,11273046000.0,12.35,6.5,4.5487802618851305e-05,10.58448623804925,11.09860627490844
10451,WEU,Western Europe,FR,France,5280000000.0,3.091,3.79,2.017,3.119,37806.0,3509.0,22.387191934853977,Operation,MTH002,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.3123328243540962,-0.3308844251921204,-0.2753506195679833,-0.6380366492590864,-0.5399872693041214,-0.9525310074153148,2.476732116514217,-0.492925437130709,-0.4266890246561496,-0.3410094744160521,2,-0.1,1,20011200000.0,16468320000.000002,7.64443,6.291023,1.4630044194219064e-05,10.540249549648204,8.163371316459912
3410,WEU,Western Europe,NL,Netherlands,2400000000.0,3.504,4.0,3.059,3.143,4815.7,1714.3,21.59873457471698,Operation,MTH002,-0.1,-0.1,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,8.0,Decent Work and Economic Growth,-0.1500908437845649,-0.1400270798588175,-0.1440841601645964,-0.2271920659278601,-0.0748224649506281,-0.0719684666196038,-0.157951291367082,0.1671356915992951,-0.2606180627261344,-0.3418663983881341,1,-0.1,1,9600000000.0,7543199999.999999,12.236,9.614437,2.870823443040889e-05,8.479844325263748,7.44734327141578
3256,WEU,Western Europe,SE,Sweden,1498917000.0,2.634,2.579,2.711,2.643,38064.0,4997.0,21.1280086849542,Raw materials,C.22.34.B,-0.24,-0.24,D,"Electricity, Gas, Steam And Air Conditioning Supply",35,"Electricity, gas, steam and air conditioning supply",0.052370166,11.0,Sustainable Cities and Communities,-0.2992004780538907,0.9881711891481788,0.2908385886272679,-0.1032732028193511,-0.2147152068534555,-0.069047305943753,-0.415843554826823,0.0979892758586545,-0.333976427596711,-0.5907268249194225,2,-0.24,1,3865706943.000001,3961637631.0,6.991669,7.165172999999999,1.0694268470598077e-06,10.547050503740312,8.516793111394898
10153,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1686002000.0,3.5,4.65,2.25,2.929,57313.0,0.0,21.245625883358112,Operation,MTH002,-0.1,-0.1,H,Transportation And Storage,53,Postal and courier activities,1.0,8.0,Decent Work and Economic Growth,-0.1693767010302255,-0.2188209942495069,-0.1900685519905445,-0.1591096036513856,0.744926014333219,0.2418993604946967,-0.311393212914652,0.5978071430455365,-0.1700075795955087,-0.4327744864909901,1,-0.1,1,7839909300.000001,4938299858.0,10.4625,6.590249999999999,9.190606958410844e-06,10.956300200957314,0.0
1939,NAM,Northern America,US,United States of America,2907738000.0,2.725,2.984,3.0,1.929,29.0,3830.0,21.79064129661657,Operation,J.58.101.B,-0.25,-0.25,J,Information and communication,58,Publishing activities,1.0,8.0,Decent Work and Economic Growth,-0.1878194664882234,-0.2076881689171545,-0.0993701485199847,-0.1593879601672233,-0.27355718927758,-0.0397704730539486,-0.2132360675888908,0.5696362370311673,-0.0621378570808254,-0.4277003752184117,1,-0.25,1,8676690192.0,5609026602.0,8.952,5.787,4.5487802618851305e-05,3.4011973816621555,8.25088114470065
1246,WEU,Western Europe,IT,Italy,830700000.0,3.089,2.863,3.917,2.5,36110.0,34481.0,20.537779278013105,Operation,MTH002,-0.3,-0.3,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",1.0,11.0,Sustainable Cities and Communities,-0.3897383988066612,0.2922664781446475,-0.3121759129164395,-0.5013785738293605,-0.3590283134973399,-0.2796231721181824,-1.526140308238925,-0.6052140297009303,-1.44612107266329,-1.866788402248502,2,-0.4,1,2378294100.0,2076750000.0,11.214371,9.7925,2.691973307029712e-05,10.494352807047845,10.448192727735796
1318,WEU,Western Europe,ES,Spain,2518339000.0,2.461,2.107,2.127,3.5,200665.0,30664.0,21.64686539456301,Operation,MTH002,-0.189821267,-0.189821267,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",38,"Waste collection, recovery and disposal activities",1.0,11.0,Sustainable Cities and Communities,-0.1584565959738564,-0.1207486007557244,-0.0314141084221609,-0.0895348484374378,-0.2061313542156139,-0.0854379213768924,-0.3263125166112208,-0.0597121817902097,-0.229868478843351,-0.2880448715062639,2,-0.189821267,1,5306140273.000001,8814186500.0,4.481589,7.4445,1.0041005413315722e-05,12.209397113358191,10.330877218060085
1456,WEU,Western Europe,FR,France,1080000000.0,2.95,3.871,2.954,1.286,3000.0,21000.0,20.800226879008463,Operation,J.58.101.B,-0.298666667,-0.298666667,J,Information and communication,63,Information service activities,0.298666667,9.0,"Industry, Innovation and Infrastructure",-0.2823549325935241,-0.2977061283233593,-0.267018845922586,-0.2614043638775227,-1.0710053762119645,0.1249901824751688,-1.2133359359106657,-0.0452374108484142,-0.2238550984654104,-0.5026571984977856,3,-0.298666667,1,4180680000.0,1388880000.0,11.434934,3.798844,1.4630044194219064e-05,8.006700845440367,9.952325334619427
2030,NAM,Northern America,CA,Canada,7829700000.0,3.527,4.595,3.029,2.2,32296.0,33387.0,22.781190032166588,Operation,MTH002,-0.114725979,-0.114725979,C,Manufacturing,30,Manufacture of other transport equipment,0.151372339,3.0,Good Health and Wellbeing,-0.1725590150552106,0.0753746186428761,-0.0998950898062966,-0.0878917659353371,-0.0794313285890118,-0.125439547820869,-0.1923335056266618,-0.3617923807224271,-0.1353285971239533,0.5135662123507797,2,-0.114725979,1,35977471500.0,17225340000.0,13.918254999999998,6.6638,8.23447626268811e-06,10.382729625640236,10.415951832970627
2901,NAM,Northern America,US,United States of America,3874140000.0,2.757,2.745,3.108,2.357,71217.0,266271.0,22.07758953989465,Raw materials,C.22.34.B,-0.75,-0.75,C,Manufacturing,22,Manufacture of rubber and plastic products,1.0,3.0,Good Health and Wellbeing,-0.3251262721640776,-0.1328563621248787,-0.2605816396527363,-0.6040067694572119,0.2348364670623819,-0.1806738605071802,-0.5756696184562233,-0.2750510618751569,-0.8768915693468903,-1.2671585847410487,2,-0.75,1,10634514300.0,9131347980.0,8.531460000000001,7.325556000000001,4.5487802618851305e-05,11.173500874438025,12.492273621700155
1366,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2611800000.0,2.39,2.32,2.938,1.857,37827.0,1250.0,21.68330547613346,Manufacturing,C.11.2.B,-0.1,-0.1,F,Construction,41,Construction of residential and non-residential buildings,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1389409984341766,-0.1234728466566083,0.4457948089158449,0.0334161378544496,-0.0477049950018168,0.0165758042333774,-0.0487061716005831,0.0677674158268534,-0.0623277634421317,-0.084804234019533,1,-0.1,1,6059376000.0,4850112600.0,6.81616,5.455866,9.190606958410844e-06,10.540804848135403,7.131698510466912
1140,WEU,Western Europe,NL,Netherlands,417000000.0,2.776,2.793,3.0,2.476,78.0,126.0,19.84859678216116,Operation,J.58.101.B,-0.25,-0.25,J,Information and communication,58,Publishing activities,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1878194664882233,-0.2076881689171545,-0.099370148519984,-0.1593879601672289,-0.2735571892775815,-0.0397704730539482,-0.2132360675888912,0.569636237031172,-0.0621378570808318,-0.4277003752184152,1,-0.25,1,1164681000.0,1032492000.0,8.379000000000001,7.428,2.870823443040889e-05,4.3694478524670215,4.844187086458591
3535,WEU,Western Europe,BE,Belgium,817500000.0,3.091,3.421,2.572,3.119,40732.0,215.0,20.521761461958924,Operation,F.42.15.B,-0.013953488,-0.013953488,E,"Water Supply; Sewerage, Waste Management And Remediation Activities",37,Sewerage,0.230110159,11.0,Sustainable Cities and Communities,-0.4846888378038429,-0.3621766934707507,14.066989663518438,0.8354429128777229,1.2644225205398605,0.292741447909017,0.2719840644152012,-0.2192563497582327,0.3241924993475545,0.5452622751143814,4,-0.0593023255,1,2796667500.0,2549782500.0,8.798812,8.022068,2.31221934781612e-06,10.614793853711983,5.375278407684165
1476,WEU,Western Europe,DE,Germany,1230000000.0,3.254,3.55,3.0,3.024,1500.0,1324.0,20.930280007143747,Raw materials,C.14.20.B,-0.1,-0.1,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,9.0,"Industry, Innovation and Infrastructure",-0.2083152676613466,-0.2067391872440967,-0.2629890405537663,-0.4297076252286084,-0.0899521577093267,-0.1332236540499219,-0.2830917576394167,0.3071770200662471,-0.4928164897105724,-0.6393708600897299,2,-0.175,1,4366500000.0,3719520000.0,10.65,9.072,1.1990447633649742e-05,7.313886831633462,7.1891677384203225
2897,NAM,Northern America,US,United States of America,4160300000.0,3.141,4.036,3.046,1.643,19844.0,53514.0,22.14885302424437,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,28,Manufacture of machinery and equipment n.e.c.,0.670039902,3.0,Good Health and Wellbeing,-0.2095798220610133,-0.0568647369652749,-0.2114195141156493,-0.1517271060995106,0.3725045628940376,-0.1170236458650003,-0.7430097437871258,-0.8560180681324039,0.1818585237922092,0.5908337779045721,2,-0.1,1,16790970799.999998,6835372900.0,12.293656,5.004578,4.5487802618851305e-05,9.895707365217168,10.887717267418475
3157,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,2476130000.0,3.179,3.645,2.925,2.643,13060.0,10380.0,21.6299626948331,Manufacturing,G.47.44.B,-0.074713,-0.074713,C,Manufacturing,27,Manufacture of electrical equipment,0.079860104,3.0,Good Health and Wellbeing,-0.2419604573936026,-0.1457974665800562,-0.3615692649854532,-0.5761219167986226,-0.1169033098485698,-0.2132707398272096,-0.4712034316018678,0.2050569025874183,-0.7682849768478957,-0.5276585937539997,9,-0.091571,1,9025493850.0,6544411589.999999,10.661625,7.730774999999999,9.190606958410844e-06,9.47738596957752,9.247732491193243
1375,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1529800000.0,3.522,3.775,3.598,2.976,8391.0,1823.0,21.14840284550572,Other,ENVIB010,-0.1,-0.1,I,Accommodation And Food Service Activities,56,Food and beverage service activities,1.0,16.0,"Peace, Justice and Strong Institutions",-0.1972795311805864,-0.2773762014363425,-0.2775703901704482,1.9931825661310625,0.19305651813484,-0.0501280711779568,0.193670398622363,0.2267731964212693,-0.4193568378273912,-0.2779827150500737,2,-0.175,1,5774995000.0,4552684800.0,13.58245,10.707648,9.190606958410844e-06,9.035034150076132,7.508787170634276
10765,NAM,Northern America,US,United States of America,567694000.0,3.985,3.75,5.0,3.19,105911.0,42438.0,20.157093100884136,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,11,Manufacture of beverages,1.0,7.0,Affordable and Clean Energy,-0.1802986521228757,-0.1684686521720639,-0.0742740605432247,-0.0815354011936404,-0.2103891601887165,-0.0407077926406211,-0.1311093223433442,0.1175768951819221,-0.1310030233010353,-0.2076128940225514,1,-0.1,1,2128852500.0,1810943860.0,18.75,15.95,4.5487802618851305e-05,11.570363839617492,10.655823029773597
1665,WEU,Western Europe,SE,Sweden,1040000000.0,2.743,2.948,3.053,2.0,354.0,93.0,20.76248655106123,Operation,MTH002,-0.1,-0.1,J,Information and communication,62,"Computer programming, consultancy and related activities",0.803451582,9.0,"Industry, Innovation and Infrastructure",-0.2277579387916212,-0.2677974479048637,-0.1664018818095249,-0.1140433167121308,-0.5053929028473592,-0.1477870857321956,-0.3017764162574006,0.1536698875110058,0.2459193606151863,-0.7899036466099841,4,-0.0745685525,1,3065920000.0,2080000000.0,9.000244,6.106,1.0694268470598077e-06,5.872117789475416,4.543294782270004
2605,NAM,Northern America,US,United States of America,3202053000.0,3.143,4.099,2.9,1.714,23200.0,107300.0,21.887058003851152,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",0.265000757,3.0,Good Health and Wellbeing,-0.1794232681822308,0.0037239368836097,-0.1308811194437359,-0.0761165658081999,-0.2678922763092987,-0.154643956313789,-0.6562277235082624,-0.4816174848160993,-0.4672307825159448,0.3594366970066334,2,-0.1,1,13125215247.0,5488318842.0,11.8871,4.9706,4.5487802618851305e-05,10.05195066017375,11.583393248239856
1182,WEU,Western Europe,FR,France,1210000000.0,2.703,3.103,2.47,2.262,14193.0,30353.0,20.91388619738151,End-use,F.42.12.P,0.1325,0.1325,C,Manufacturing,32,Other manufacturing,0.36,9.0,"Industry, Innovation and Infrastructure",-0.605682106007859,5.210763545497923,-0.3214041623161503,-0.5476512455037447,1.8216603520721149,-0.0022374423228878,0.5201338474760465,-0.9441996865521812,0.7266538922236343,1.32175232325832,6,0.1325,1,3754630000.000001,2737020000.0,7.664410000000001,5.587140000000001,1.4630044194219064e-05,9.560574619084928,10.32068358351999
1491,NAM,Northern America,US,United States of America,1870000000.0,2.99,3.229,2.8,2.786,1012.0,5847.0,21.349204268347663,End-use,C.14.34.P,-0.014515808,-0.014515808,G,Wholesale And Retail Trade,46,"Wholesale trade, except of motor vehicles and motorcycles",1.0,7.0,Affordable and Clean Energy,-0.1500908437845649,-0.1400270798588175,-0.1440841601645964,-0.2271920659278601,-0.0748224649506281,-0.0719684666196038,-0.157951291367082,0.1671356915992951,-0.2606180627261344,-0.3418663983881341,1,-0.014515808,1,6038230000.0,5209820000.0,9.0412,7.8008,4.5487802618851305e-05,6.920671504248683,8.673855001429615
